feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0.000183105468749112,0.679956323272264,0.607489752758245,0.747461049684177
Spectral centroid,0.398742675781249,0.533081941663488,0.424832077804098,0.63622010126679
f0,0.000183105468749112,0.844745146946507,0.747747007534636,0.931813396296896
