feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0,0.579160359839306,0.560164438811872,0.598317676533163
Spectral centroid,0,0.431057908364088,0.408448126254185,0.454012270711708
f0,0,0.714906731127643,0.683232606124109,0.746275992429422
