rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
0.966	0.9656458333333336	1.685645833333319	172	202	183	184	90.37	177	172	172	177	89.66	-1	-0.46	0	0	-0.46	0.46	0	10	7	-3	0.7199999999999854	0	0	0	0.9656	0	65.9	0	0	1	0	1	0	0
1.991	1.9906458333333334	2.1406458333333305	172	200	195	191	91.02	183	199	183	199	91.65	1	1.42	1.12	1.42	0	1.42	0	13	20	7	0.14999999999999702	0	0	0	0.305	0	67.9	0	0	1	0	0	0	0
2.226	2.2256458333333335	2.620645833333325	205	230	223	220	93.39	223	223	223	223	93.63	0	0	2	0	0	0	0	30	30	0	0.3949999999999916	0	0	0	0.085	0	66.5	0	0	1	0	0	0	0
2.751	2.7506458333333335	2.8356458333333316	258	270	263	263	96.52	263	263	263	263	96.51	0	0	2.9	0	0	0	0	45	45	0	0.08499999999999819	0	0	0	0.13	0	66.1	0	0	1	0	0	0	0
3.081	3.0806458333333335	3.1256458333333326	187	201	190	192	91.06	190	190	190	190	90.92	0	0	-5.54	0	0	0	0	16	16	0	0.04499999999999904	0	0	0	0.245	0	66	0	0	1	0	0	0	0
3.151	3.1506458333333334	3.30064583333333	211	221	217	217	93.16	217	217	217	217	93.16	0	0	2.33	0	0	0	0	28	28	0	0.1499999999999968	0	0	0	0.025	0	61.6	0	0	1	1	0	0.42	0
3.721	3.7206458333333337	3.795645833333332	196	227	226	218	93.24	226	226	226	226	93.86	0	0	0.72	0	0	0	0	32	32	0	0.0749999999999984	0	0	0	0.42	0	59.2	0	0	1	0	1	0	0
3.946	3.9456458333333337	4.040645833333332	159	198	170	174	89.34	170	170	170	170	88.94	0	0	-4.9	0	0	0	0	6	6	0	0.09499999999999797	0	0	0	0.15	0	64.6	0	0	1	0	0	0	0
4.071	4.070645833333334	4.275645833333329	196	202	200	200	91.73	200	200	200	200	91.78	0	0	2.87	0	0	0	0	21	21	0	0.20499999999999563	0	0	0	0.03	0	62.8	0	0	1	0	0	0	0
4.326	4.325645833333334	4.410645833333332	207	226	217	218	93.23	217	217	217	217	93.2	0	0	1.47	0	0	0	0	28	28	0	0.08499999999999819	0	0	0	0.05	0	64.3	0	0	1	1	0	0.41	0
4.821	4.820645833333334	5.075645833333328	167	188	181	180	89.91	167	188	167	188	90.68	1	2.07	-4.52	2.07	0	2.07	0	4	15	10	0.25499999999999456	0	0	0	0.41	0	66.6	0	0	1	0	1	0	0
5.256	5.255645833333334	5.345645833333332	157	165	161	161	88.06	161	161	161	161	87.98	0	0	-2.67	0	0	0	0	1	1	0	0.08999999999999808	0	0	0	0.18	0	66.3	0	0	1	0	0	0	0
5.431	5.430645833333334	5.575645833333331	176	191	179	181	90	179	179	179	179	89.85	0	0	1.88	0	0	0	0	11	11	0	0.1449999999999969	0	0	0	0.085	0	64.9	0	0	1	0	0	0	0
5.646	5.645645833333334	5.885645833333329	197	201	198	198	91.64	198	198	198	198	91.64	0	0	1.83	0	0	0	0	20	20	0	0.23999999999999488	0	0	0	0.07	0	64.4	0	0	1	0	0	0	0
6.006	6.005645833333334	6.120645833333332	222	230	226	226	93.89	226	226	226	226	93.87	0	0	2.32	0	0	0	0	32	32	0	0.11499999999999755	0	0	0	0.12	0	58.8	0	0	1	0	0	0	0
6.156	6.155645833333334	6.245645833333332	221	235	231	229	94.13	231	231	231	231	94.22	0	0	0.38	0	0	0	0	34	34	0	0.08999999999999808	0	0	0	0.035	0	57.8	0	0	1	0	0	0	0
