feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0,0.67748153367432,0.653785575958642,0.701243465854676
Spectral centroid,0.0198689187851864,0.536707374264922,0.499083253390397,0.574462629079602
f0,0,0.872814708960303,0.839766028759443,0.905649713430252
