feature,name,lang,sex,type,mean,std,groupid
f0,Pitch height,Mbendjele,F,song,-592.917507632714,415.645661213761,58
-|Δf0|,Pitch stability,Mbendjele,F,song,-5022.09815866004,4347.17286527618,58
Spectral centroid,Timbral brightness,Mbendjele,F,song,745.17469637892,642.386904182146,58
f0,Pitch height,Mbendjele,F,desc,-1118.57179606749,264.130679299953,58
-|Δf0|,Pitch stability,Mbendjele,F,desc,-3318.65035706251,2474.73118087649,58
Spectral centroid,Timbral brightness,Mbendjele,F,desc,1270.83775598239,1319.79357392457,58
f0,Pitch height,Mbendjele,F,song,-673.963939864926,267.493941248189,59
-|Δf0|,Pitch stability,Mbendjele,F,song,-2176.48653217973,2560.63638171786,59
Spectral centroid,Timbral brightness,Mbendjele,F,song,1029.45910000642,816.255770334181,59
f0,Pitch height,Mbendjele,F,desc,-675.533329029022,215.225600217726,59
-|Δf0|,Pitch stability,Mbendjele,F,desc,-3968.41758455849,2887.25566186286,59
Spectral centroid,Timbral brightness,Mbendjele,F,desc,1483.1940043066,1185.23230895552,59
f0,Pitch height,Mbendjele,M,song,-1655.93309879282,421.016227852985,60
-|Δf0|,Pitch stability,Mbendjele,M,song,-4002.95153872191,3804.32051886106,60
Spectral centroid,Timbral brightness,Mbendjele,M,song,561.337352686675,506.631655552306,60
f0,Pitch height,Mbendjele,M,desc,-2137.82908725699,414.094517311771,60
-|Δf0|,Pitch stability,Mbendjele,M,desc,-2120.49448428514,1991.7839358331,60
Spectral centroid,Timbral brightness,Mbendjele,M,desc,717.075344135207,842.940933629203,60
f0,Pitch height,Mbendjele,F,song,-1268.68632105525,316.815562029392,61
-|Δf0|,Pitch stability,Mbendjele,F,song,-1885.38014457093,1699.58242925728,61
Spectral centroid,Timbral brightness,Mbendjele,F,song,1548.59001886516,1493.16909693323,61
f0,Pitch height,Mbendjele,F,desc,-1079.27252118285,215.910535243531,61
-|Δf0|,Pitch stability,Mbendjele,F,desc,-5695.3582738619,4067.89121051143,61
Spectral centroid,Timbral brightness,Mbendjele,F,desc,965.754859026581,1303.16507854513,61
f0,Pitch height,Mbendjele,F,song,-1033.75916921139,267.550414216833,62
-|Δf0|,Pitch stability,Mbendjele,F,song,-1889.6628185955,2082.38091190435,62
Spectral centroid,Timbral brightness,Mbendjele,F,song,786.958220353328,1063.53859383485,62
f0,Pitch height,Mbendjele,F,desc,-806.611371357065,226.617633797664,62
-|Δf0|,Pitch stability,Mbendjele,F,desc,-4200.56789264668,3663.22590311933,62
Spectral centroid,Timbral brightness,Mbendjele,F,desc,1026.79378391288,1753.52251546093,62
f0,Pitch height,Mbendjele,F,song,-1338.16913433365,514.11550160292,63
-|Δf0|,Pitch stability,Mbendjele,F,song,-1640.8166553557,1702.4873647138,63
Spectral centroid,Timbral brightness,Mbendjele,F,song,831.439039302231,599.850323332252,63
f0,Pitch height,Mbendjele,F,desc,-1307.62202954704,236.581921935549,63
-|Δf0|,Pitch stability,Mbendjele,F,desc,-3976.31155709654,2292.09205845313,63
Spectral centroid,Timbral brightness,Mbendjele,F,desc,1419.18391168275,1968.55842823734,63
f0,Pitch height,Mbendjele,F,song,-853.225299311666,334.786062063016,64
-|Δf0|,Pitch stability,Mbendjele,F,song,-5407.626333801,4165.34394010923,64
Spectral centroid,Timbral brightness,Mbendjele,F,song,1029.861785086,1551.98256721937,64
f0,Pitch height,Mbendjele,F,desc,-1001.77163980084,422.902638776288,64
-|Δf0|,Pitch stability,Mbendjele,F,desc,-4513.04038957138,2901.53697729975,64
Spectral centroid,Timbral brightness,Mbendjele,F,desc,1902.9795230693,2225.79563237443,64
f0,Pitch height,Mbendjele,F,song,-804.525085320672,368.879259259966,65
-|Δf0|,Pitch stability,Mbendjele,F,song,-4255.57643037801,3416.39458823986,65
Spectral centroid,Timbral brightness,Mbendjele,F,song,882.312656877284,813.275955161078,65
f0,Pitch height,Mbendjele,F,desc,-844.735633458599,497.021490973929,65
-|Δf0|,Pitch stability,Mbendjele,F,desc,-5248.40100524314,3945.54492578835,65
Spectral centroid,Timbral brightness,Mbendjele,F,desc,1560.95850695608,1780.67648276467,65
f0,Pitch height,Mbendjele,M,song,-1244.92634687998,144.419306890325,66
-|Δf0|,Pitch stability,Mbendjele,M,song,-2073.09732604048,1999.38378535449,66
Spectral centroid,Timbral brightness,Mbendjele,M,song,736.724795595508,584.824077147916,66
f0,Pitch height,Mbendjele,M,desc,-1916.24922627673,335.86924062784,66
-|Δf0|,Pitch stability,Mbendjele,M,desc,-3826.51466883883,3034.70958527498,66
Spectral centroid,Timbral brightness,Mbendjele,M,desc,1162.55427057053,1538.85503751641,66
f0,Pitch height,Mbendjele,F,song,-816.809041334146,408.783193720222,67
-|Δf0|,Pitch stability,Mbendjele,F,song,-5643.48458660646,4420.73603069752,67
Spectral centroid,Timbral brightness,Mbendjele,F,song,892.895832766451,952.776183012776,67
f0,Pitch height,Mbendjele,F,desc,-1048.41684483912,410.166025020148,67
-|Δf0|,Pitch stability,Mbendjele,F,desc,-3649.73172709464,2789.42991200387,67
Spectral centroid,Timbral brightness,Mbendjele,F,desc,1094.55739969607,1216.65292889169,67
f0,Pitch height,Mentawai,F,song,-1357.48838566089,337.532722707639,68
-|Δf0|,Pitch stability,Mentawai,F,song,-1654.81884015143,1775.28160370841,68
Spectral centroid,Timbral brightness,Mentawai,F,song,812.448567711237,1001.54332540985,68
f0,Pitch height,Mentawai,F,desc,-1117.31585980937,509.957291041112,68
-|Δf0|,Pitch stability,Mentawai,F,desc,-3397.2024242237,2743.08326379029,68
Spectral centroid,Timbral brightness,Mentawai,F,desc,978.26770395733,1016.83489763533,68
f0,Pitch height,Mentawai,F,song,-840.660591406395,544.232926836729,69
-|Δf0|,Pitch stability,Mentawai,F,song,-1446.41082394183,1967.96274977122,69
Spectral centroid,Timbral brightness,Mentawai,F,song,885.594179150428,808.550129869474,69
f0,Pitch height,Mentawai,F,desc,-1667.99052986979,733.722577077926,69
-|Δf0|,Pitch stability,Mentawai,F,desc,-2811.74914735671,2468.83589962948,69
Spectral centroid,Timbral brightness,Mentawai,F,desc,931.879094215008,1366.32937191331,69
f0,Pitch height,Mentawai,F,song,-1048.52219257178,285.110864531869,70
-|Δf0|,Pitch stability,Mentawai,F,song,-1847.28894499603,2044.00276555672,70
Spectral centroid,Timbral brightness,Mentawai,F,song,1127.23203042617,793.91293334445,70
f0,Pitch height,Mentawai,F,desc,-1236.59418665892,225.921116737356,70
-|Δf0|,Pitch stability,Mentawai,F,desc,-1981.61085131637,1660.44413261058,70
Spectral centroid,Timbral brightness,Mentawai,F,desc,1617.01165098648,1689.67476232468,70
f0,Pitch height,Mentawai,M,song,-2215.0785779423,324.940897149985,71
-|Δf0|,Pitch stability,Mentawai,M,song,-1467.35370305268,1676.16697540061,71
Spectral centroid,Timbral brightness,Mentawai,M,song,760.089188114283,864.824937905245,71
f0,Pitch height,Mentawai,M,desc,-2060.14957733714,542.616692974953,71
-|Δf0|,Pitch stability,Mentawai,M,desc,-2713.99724691188,2401.36923891072,71
Spectral centroid,Timbral brightness,Mentawai,M,desc,1355.72396123496,1625.41071758251,71
f0,Pitch height,Mentawai,F,song,-1199.28994278564,302.124153084663,72
-|Δf0|,Pitch stability,Mentawai,F,song,-2434.05125534544,2268.46067563954,72
Spectral centroid,Timbral brightness,Mentawai,F,song,1132.80630753519,1489.80756673169,72
f0,Pitch height,Mentawai,F,desc,-1373.66765498838,312.535214111591,72
-|Δf0|,Pitch stability,Mentawai,F,desc,-2071.01519055781,2201.60812845088,72
Spectral centroid,Timbral brightness,Mentawai,F,desc,1340.66347603042,1590.87741628006,72
f0,Pitch height,Mentawai,F,song,-1293.03778554691,542.609382325699,73
-|Δf0|,Pitch stability,Mentawai,F,song,-1897.18779605376,2065.78743964426,73
Spectral centroid,Timbral brightness,Mentawai,F,song,729.960955200641,699.835695598622,73
f0,Pitch height,Mentawai,F,desc,-1323.32055503053,277.760676597363,73
-|Δf0|,Pitch stability,Mentawai,F,desc,-2437.07009585177,2216.5119772542,73
Spectral centroid,Timbral brightness,Mentawai,F,desc,971.045627590199,959.026425861889,73
f0,Pitch height,Mentawai,M,song,-1890.02603082552,503.96579923348,74
-|Δf0|,Pitch stability,Mentawai,M,song,-1786.91827563069,2404.55413240775,74
Spectral centroid,Timbral brightness,Mentawai,M,song,937.081768582411,847.586843632652,74
f0,Pitch height,Mentawai,M,desc,-1807.96760252879,585.169289646968,74
-|Δf0|,Pitch stability,Mentawai,M,desc,-3067.53942617316,2929.65688625556,74
Spectral centroid,Timbral brightness,Mentawai,M,desc,1392.94439572704,872.106904419333,74
f0,Pitch height,Mentawai,F,song,-1053.16820887834,410.422241465219,75
-|Δf0|,Pitch stability,Mentawai,F,song,-1732.0635036227,2311.09500217416,75
Spectral centroid,Timbral brightness,Mentawai,F,song,1007.82189009116,671.673411816627,75
f0,Pitch height,Mentawai,F,desc,-1323.02204587186,236.226547671276,75
-|Δf0|,Pitch stability,Mentawai,F,desc,-3188.04458704985,2546.85786063739,75
Spectral centroid,Timbral brightness,Mentawai,F,desc,1334.68416308875,1216.29908767419,75
f0,Pitch height,Mentawai,M,song,-1952.01253874923,248.868377611926,76
-|Δf0|,Pitch stability,Mentawai,M,song,-1390.16318189312,2010.37146548268,76
Spectral centroid,Timbral brightness,Mentawai,M,song,1448.17677345606,2238.16681818887,76
f0,Pitch height,Mentawai,M,desc,-2175.43574819974,329.019392755431,76
-|Δf0|,Pitch stability,Mentawai,M,desc,-4585.46018777621,3507.96992057336,76
Spectral centroid,Timbral brightness,Mentawai,M,desc,2831.76874272834,2656.18782434294,76
f0,Pitch height,Mentawai,M,song,-1420.43716568159,296.488561345181,77
-|Δf0|,Pitch stability,Mentawai,M,song,-2073.32932169901,2184.56504942355,77
Spectral centroid,Timbral brightness,Mentawai,M,song,2752.39540523129,3967.82882809645,77
f0,Pitch height,Mentawai,M,desc,-1172.66898494691,768.486647094046,77
-|Δf0|,Pitch stability,Mentawai,M,desc,-3053.69921262451,2821.55764898068,77
Spectral centroid,Timbral brightness,Mentawai,M,desc,3653.22366513691,3906.72189684431,77
f0,Pitch height,Spanish,F,song,-1010.38884388454,11.9828937903057,78
-|Δf0|,Pitch stability,Spanish,F,song,-319.065611216884,198.850654162797,78
Spectral centroid,Timbral brightness,Spanish,F,song,1007.99728604391,890.407812748021,78
f0,Pitch height,Spanish,F,desc,-1090.54269003838,518.679093838581,78
-|Δf0|,Pitch stability,Spanish,F,desc,-1148.03362042531,877.669278811651,78
Spectral centroid,Timbral brightness,Spanish,F,desc,999.043921214474,601.831674165743,78
f0,Pitch height,Spanish,F,song,-814.848586476575,279.747331409853,79
-|Δf0|,Pitch stability,Spanish,F,song,-2627.0090298825,2252.17672919599,79
Spectral centroid,Timbral brightness,Spanish,F,song,651.061806232901,738.084264536821,79
f0,Pitch height,Spanish,F,desc,-1230.37995104327,204.383653405235,79
-|Δf0|,Pitch stability,Spanish,F,desc,-3493.49396449758,2608.48381838839,79
Spectral centroid,Timbral brightness,Spanish,F,desc,938.374756955807,1408.89416266311,79
f0,Pitch height,Spanish,F,song,-990.155743651437,246.416503249261,80
-|Δf0|,Pitch stability,Spanish,F,song,-2551.63227116924,2600.38669978282,80
Spectral centroid,Timbral brightness,Spanish,F,song,1328.16923996157,1890.51584791177,80
f0,Pitch height,Spanish,F,desc,-1205.83225397763,458.217077876927,80
-|Δf0|,Pitch stability,Spanish,F,desc,-3840.24457851045,3325.48018920202,80
Spectral centroid,Timbral brightness,Spanish,F,desc,1108.1928439654,1470.4361699221,80
f0,Pitch height,Spanish,F,song,-1116.96501281365,235.748631329571,81
-|Δf0|,Pitch stability,Spanish,F,song,-1995.11001024888,1892.49479986099,81
Spectral centroid,Timbral brightness,Spanish,F,song,713.567777298893,400.521502864116,81
f0,Pitch height,Spanish,F,desc,-1399.61961311531,276.800377583999,81
-|Δf0|,Pitch stability,Spanish,F,desc,-2828.28762999996,2450.69278985978,81
Spectral centroid,Timbral brightness,Spanish,F,desc,938.376485895364,1212.6022204211,81
f0,Pitch height,Spanish,F,song,-1096.99076048645,222.888955097569,82
-|Δf0|,Pitch stability,Spanish,F,song,-2187.98318081936,2102.95840345513,82
Spectral centroid,Timbral brightness,Spanish,F,song,1293.26494150854,1725.87363708602,82
f0,Pitch height,Spanish,F,desc,-952.759330540738,107.534205916894,82
-|Δf0|,Pitch stability,Spanish,F,desc,-1997.15796378691,1365.19927107455,82
Spectral centroid,Timbral brightness,Spanish,F,desc,1633.95133589786,1478.94839034999,82
f0,Pitch height,Nyangatom,F,song,-392.4920465833,492.084442253199,83
-|Δf0|,Pitch stability,Nyangatom,F,song,-4315.30389089732,3624.81672434484,83
Spectral centroid,Timbral brightness,Nyangatom,F,song,816.184348151939,659.799946555876,83
f0,Pitch height,Nyangatom,F,desc,-1122.52078479131,309.748785883347,83
-|Δf0|,Pitch stability,Nyangatom,F,desc,-4100.40199752174,3124.11044393852,83
Spectral centroid,Timbral brightness,Nyangatom,F,desc,873.060600366514,791.89493145569,83
f0,Pitch height,Nyangatom,F,song,-434.946921909664,616.82106859204,84
-|Δf0|,Pitch stability,Nyangatom,F,song,-3473.19819640242,3384.75677950812,84
Spectral centroid,Timbral brightness,Nyangatom,F,song,1069.12717288387,584.112286605362,84
f0,Pitch height,Nyangatom,F,desc,-1497.96498949874,392.92724351534,84
-|Δf0|,Pitch stability,Nyangatom,F,desc,-4391.54436411332,3467.10339843502,84
Spectral centroid,Timbral brightness,Nyangatom,F,desc,899.109451147667,970.516713449069,84
f0,Pitch height,Nyangatom,F,song,-1159.65504573618,709.37455350675,85
-|Δf0|,Pitch stability,Nyangatom,F,song,-3254.03884237632,2852.78820769817,85
Spectral centroid,Timbral brightness,Nyangatom,F,song,1077.81249674385,1994.80364527092,85
f0,Pitch height,Nyangatom,F,desc,-1362.58905883924,454.154990382602,85
-|Δf0|,Pitch stability,Nyangatom,F,desc,-4323.97995191989,3174.74079274267,85
Spectral centroid,Timbral brightness,Nyangatom,F,desc,2915.59765015951,3667.1439190717,85
f0,Pitch height,Nyangatom,F,song,-619.10100269347,411.762589129453,86
-|Δf0|,Pitch stability,Nyangatom,F,song,-4148.67624470316,4056.31426266777,86
Spectral centroid,Timbral brightness,Nyangatom,F,song,872.042108385828,688.118473778452,86
f0,Pitch height,Nyangatom,F,desc,-1030.91656285262,420.069125094802,86
-|Δf0|,Pitch stability,Nyangatom,F,desc,-3905.30314904946,3223.38900851518,86
Spectral centroid,Timbral brightness,Nyangatom,F,desc,859.778855201624,622.699986689767,86
f0,Pitch height,Nyangatom,F,song,-233.962000287882,380.109307233315,87
-|Δf0|,Pitch stability,Nyangatom,F,song,-3947.05170890246,3376.35172075378,87
Spectral centroid,Timbral brightness,Nyangatom,F,song,823.471763532353,593.536855128302,87
f0,Pitch height,Nyangatom,F,desc,-889.814918923084,245.042752890193,87
-|Δf0|,Pitch stability,Nyangatom,F,desc,-4218.43505764654,3371.54467815983,87
Spectral centroid,Timbral brightness,Nyangatom,F,desc,762.621836812169,699.566663801876,87
f0,Pitch height,Nyangatom,F,song,-685.068024353195,524.371960896779,88
-|Δf0|,Pitch stability,Nyangatom,F,song,-3493.18977826715,3661.0199767189,88
Spectral centroid,Timbral brightness,Nyangatom,F,song,949.591903435693,1117.40938051381,88
f0,Pitch height,Nyangatom,F,desc,-1265.32738828448,315.485071963357,88
-|Δf0|,Pitch stability,Nyangatom,F,desc,-4397.83869473925,3379.75856277523,88
Spectral centroid,Timbral brightness,Nyangatom,F,desc,1138.31278853211,1190.33086615164,88
f0,Pitch height,Nyangatom,F,song,-916.525481296345,500.437045293125,89
-|Δf0|,Pitch stability,Nyangatom,F,song,-3646.25986230315,2930.48774155741,89
Spectral centroid,Timbral brightness,Nyangatom,F,song,605.012461921898,334.907866050432,89
f0,Pitch height,Nyangatom,F,desc,-1434.70460303176,437.867834240566,89
-|Δf0|,Pitch stability,Nyangatom,F,desc,-4726.01822743,3346.94574707029,89
Spectral centroid,Timbral brightness,Nyangatom,F,desc,883.452947073718,1237.49928620532,89
f0,Pitch height,Nyangatom,F,song,-755.731352682928,324.494263858022,90
-|Δf0|,Pitch stability,Nyangatom,F,song,-2875.00977506769,3045.51314442581,90
Spectral centroid,Timbral brightness,Nyangatom,F,song,742.04638367415,315.55488834274,90
f0,Pitch height,Nyangatom,F,desc,-1046.28329826736,226.983928766328,90
-|Δf0|,Pitch stability,Nyangatom,F,desc,-3327.74906836362,2542.20105167404,90
Spectral centroid,Timbral brightness,Nyangatom,F,desc,739.965843087322,421.627060117912,90
f0,Pitch height,Nyangatom,F,song,-915.593468465763,465.808637411911,91
-|Δf0|,Pitch stability,Nyangatom,F,song,-3723.35487538439,3429.66040694102,91
Spectral centroid,Timbral brightness,Nyangatom,F,song,929.011490019688,631.408461272476,91
f0,Pitch height,Nyangatom,F,desc,-976.211957968521,281.238165789295,91
-|Δf0|,Pitch stability,Nyangatom,F,desc,-3757.17670832285,2898.52626796046,91
Spectral centroid,Timbral brightness,Nyangatom,F,desc,884.111823296136,918.811760373348,91
f0,Pitch height,Enga,F,song,-1048.80052479622,258.634092262087,92
-|Δf0|,Pitch stability,Enga,F,song,-2249.48308940133,2271.51029947322,92
Spectral centroid,Timbral brightness,Enga,F,song,987.734441536182,863.931609396273,92
f0,Pitch height,Enga,F,desc,-1574.8762967302,219.428123874787,92
-|Δf0|,Pitch stability,Enga,F,desc,-1943.68466929647,1506.01623153789,92
Spectral centroid,Timbral brightness,Enga,F,desc,703.383057892805,446.465997455353,92
f0,Pitch height,Enga,F,song,-998.638004591003,460.094526228165,93
-|Δf0|,Pitch stability,Enga,F,song,-2202.51281418056,2681.66676772703,93
Spectral centroid,Timbral brightness,Enga,F,song,703.469801586799,376.506623102944,93
f0,Pitch height,Enga,F,desc,-1338.46683237804,260.484440488361,93
-|Δf0|,Pitch stability,Enga,F,desc,-2572.80642174452,2362.54467662301,93
Spectral centroid,Timbral brightness,Enga,F,desc,808.4250156548,588.666188766893,93
f0,Pitch height,Enga,F,song,-487.536696032389,390.05071424252,94
-|Δf0|,Pitch stability,Enga,F,song,-2739.97074991584,2672.27866000954,94
Spectral centroid,Timbral brightness,Enga,F,song,940.706772793539,365.505475907441,94
f0,Pitch height,Enga,F,desc,-692.611755381642,171.859739549332,94
-|Δf0|,Pitch stability,Enga,F,desc,-2297.92259580062,1655.36683470802,94
Spectral centroid,Timbral brightness,Enga,F,desc,907.672809419534,710.40481969227,94
f0,Pitch height,Quechua,M,song,-2005.06072567506,159.282828695393,95
-|Δf0|,Pitch stability,Quechua,M,song,-3042.56697295657,2343.51152809025,95
Spectral centroid,Timbral brightness,Quechua,M,song,540.93525522485,1038.60024074322,95
f0,Pitch height,Quechua,M,desc,-1833.35168612704,166.943174284897,95
-|Δf0|,Pitch stability,Quechua,M,desc,-3343.81537497692,2385.27423233655,95
Spectral centroid,Timbral brightness,Quechua,M,desc,516.653347430528,649.827634793148,95
f0,Pitch height,Quechua,F,song,-1505.29096685118,545.201358950905,96
-|Δf0|,Pitch stability,Quechua,F,song,-1974.67362252368,1895.50203676562,96
Spectral centroid,Timbral brightness,Quechua,F,song,1147.42963991468,1635.66165705058,96
f0,Pitch height,Quechua,F,desc,-1568.98272312358,493.57484643391,96
-|Δf0|,Pitch stability,Quechua,F,desc,-1893.29391307942,1895.770662887,96
Spectral centroid,Timbral brightness,Quechua,F,desc,653.401960461173,937.393067762672,96
f0,Pitch height,Quechua,M,song,-2134.28994278564,555.424844312154,97
-|Δf0|,Pitch stability,Quechua,M,song,-3308.30607186403,3317.68435466552,97
Spectral centroid,Timbral brightness,Quechua,M,song,1809.04080887583,2661.81592070913,97
f0,Pitch height,Quechua,M,desc,-2153.00422849992,231.988685068906,97
-|Δf0|,Pitch stability,Quechua,M,desc,-1834.44617207214,1484.78314647649,97
Spectral centroid,Timbral brightness,Quechua,M,desc,745.148451503596,1270.52087166165,97
f0,Pitch height,Quechua,M,song,-2297.77695577265,465.943130243645,98
-|Δf0|,Pitch stability,Quechua,M,song,-1928.47424317415,1770.19783632839,98
Spectral centroid,Timbral brightness,Quechua,M,song,911.46911156351,1537.18315000768,98
f0,Pitch height,Quechua,M,desc,-2460.43542116049,770.354197654162,98
-|Δf0|,Pitch stability,Quechua,M,desc,-2944.33883868737,2465.78730950845,98
Spectral centroid,Timbral brightness,Quechua,M,desc,660.778886905951,1084.99222799759,98
f0,Pitch height,Quechua & Achuar,F,song,-921.257000118547,342.258176930799,99
-|Δf0|,Pitch stability,Quechua & Achuar,F,song,-1715.99478612587,2071.15637251705,99
Spectral centroid,Timbral brightness,Quechua & Achuar,F,song,883.868721849141,1311.24676654239,99
f0,Pitch height,Quechua & Achuar,F,desc,-1373.13521891526,228.947201804384,99
-|Δf0|,Pitch stability,Quechua & Achuar,F,desc,-3015.09151314868,2768.49652862564,99
Spectral centroid,Timbral brightness,Quechua & Achuar,F,desc,903.523903935725,1349.86750000878,99
f0,Pitch height,Quechua & Achuar,F,song,-1024.59279195879,272.448330860081,100
-|Δf0|,Pitch stability,Quechua & Achuar,F,song,-2855.12417154561,2767.09518010423,100
Spectral centroid,Timbral brightness,Quechua & Achuar,F,song,996.735534762799,660.520319137289,100
f0,Pitch height,Quechua & Achuar,F,desc,-1730.358838429,426.418079434892,100
-|Δf0|,Pitch stability,Quechua & Achuar,F,desc,-2686.51031349939,2347.4244599678,100
Spectral centroid,Timbral brightness,Quechua & Achuar,F,desc,1193.27305370161,1159.12597493732,100
f0,Pitch height,Quechua & Achuar,F,song,-2272.5153726307,652.375905009569,101
-|Δf0|,Pitch stability,Quechua & Achuar,F,song,-1854.27067160597,1614.60113089879,101
Spectral centroid,Timbral brightness,Quechua & Achuar,F,song,764.81499415718,1090.19921028225,101
f0,Pitch height,Quechua & Achuar,F,desc,-2143.27230078908,814.205058168276,101
-|Δf0|,Pitch stability,Quechua & Achuar,F,desc,-1983.78179512327,1814.18894657972,101
Spectral centroid,Timbral brightness,Quechua & Achuar,F,desc,1195.03975689392,1361.77486111976,101
f0,Pitch height,Quechua & Achuar,F,song,-1445.3901934122,598.078521227029,102
-|Δf0|,Pitch stability,Quechua & Achuar,F,song,-1476.64305029287,1203.06283765509,102
Spectral centroid,Timbral brightness,Quechua & Achuar,F,song,1165.46349231032,1237.01241041773,102
f0,Pitch height,Quechua & Achuar,F,desc,-1407.05391794092,351.62500979812,102
-|Δf0|,Pitch stability,Quechua & Achuar,F,desc,-2516.64966861329,2253.9362866274,102
Spectral centroid,Timbral brightness,Quechua & Achuar,F,desc,1915.25291466358,1460.14100892684,102
f0,Pitch height,Toposa,F,song,-552.21764881679,431.18996242993,103
-|Δf0|,Pitch stability,Toposa,F,song,-4218.29705039273,3752.72641269389,103
Spectral centroid,Timbral brightness,Toposa,F,song,746.670222481543,523.266642947321,103
f0,Pitch height,Toposa,F,desc,-1123.80631183326,276.176441052628,103
-|Δf0|,Pitch stability,Toposa,F,desc,-4868.81765976762,3628.60382005197,103
Spectral centroid,Timbral brightness,Toposa,F,desc,895.254001264199,625.995944392707,103
f0,Pitch height,Toposa,F,song,-331.410617142335,550.127343463897,104
-|Δf0|,Pitch stability,Toposa,F,song,-3926.12571517749,3355.96508020302,104
Spectral centroid,Timbral brightness,Toposa,F,song,871.559445853157,1043.38609364133,104
f0,Pitch height,Toposa,F,desc,-848.747947092887,377.376339227577,104
-|Δf0|,Pitch stability,Toposa,F,desc,-5039.02861155764,3856.01075743547,104
Spectral centroid,Timbral brightness,Toposa,F,desc,1065.43914755575,1087.54306842498,104
f0,Pitch height,Toposa,F,song,-335.915499483135,528.355911219761,105
-|Δf0|,Pitch stability,Toposa,F,song,-3631.87572962975,3821.06490301963,105
Spectral centroid,Timbral brightness,Toposa,F,song,905.460843467617,519.139493602604,105
f0,Pitch height,Toposa,F,desc,-970.050668128405,252.840228338919,105
-|Δf0|,Pitch stability,Toposa,F,desc,-4048.47223683009,2698.60137044216,105
Spectral centroid,Timbral brightness,Toposa,F,desc,744.446023724136,592.446916297063,105
f0,Pitch height,Toposa,F,song,-945.481870776345,397.30613167514,106
-|Δf0|,Pitch stability,Toposa,F,song,-3562.87096033714,3037.10573613324,106
Spectral centroid,Timbral brightness,Toposa,F,song,713.018516789645,461.88769080225,106
f0,Pitch height,Toposa,F,desc,-1266.14609701203,421.512598451104,106
-|Δf0|,Pitch stability,Toposa,F,desc,-4714.91512643521,4148.62772024676,106
Spectral centroid,Timbral brightness,Toposa,F,desc,770.636673609331,678.874373824681,106
f0,Pitch height,Toposa,F,song,-221.281206917188,238.388710300596,107
-|Δf0|,Pitch stability,Toposa,F,song,-3191.03289795535,3249.06462054212,107
Spectral centroid,Timbral brightness,Toposa,F,song,594.201742936588,279.924111672339,107
f0,Pitch height,Toposa,F,desc,-852.910365684037,236.166533019616,107
-|Δf0|,Pitch stability,Toposa,F,desc,-4083.7145013204,2902.84094337779,107
Spectral centroid,Timbral brightness,Toposa,F,desc,747.21112242122,515.81592441732,107
f0,Pitch height,Toposa,F,song,-653.169908973295,626.271329213688,108
-|Δf0|,Pitch stability,Toposa,F,song,-3844.0284475449,3781.84526481471,108
Spectral centroid,Timbral brightness,Toposa,F,song,1036.2177550241,1228.07113169057,108
f0,Pitch height,Toposa,F,desc,-1644.95036853583,224.716041377024,108
-|Δf0|,Pitch stability,Toposa,F,desc,-3327.58668728741,3071.15074952669,108
Spectral centroid,Timbral brightness,Toposa,F,desc,1286.08985519003,1364.74528694175,108
f0,Pitch height,Toposa,F,song,-577.148356613801,425.994131050469,109
-|Δf0|,Pitch stability,Toposa,F,song,-3246.25943120851,3247.50784762805,109
Spectral centroid,Timbral brightness,Toposa,F,song,1294.07056208901,1767.34252723687,109
f0,Pitch height,Toposa,F,desc,-1131.04845454415,270.592403744378,109
-|Δf0|,Pitch stability,Toposa,F,desc,-4511.0811814857,3473.33031180252,109
Spectral centroid,Timbral brightness,Toposa,F,desc,1292.88604895249,1210.2503802113,109
f0,Pitch height,Toposa,F,song,-1034.80625650573,405.659133717993,110
-|Δf0|,Pitch stability,Toposa,F,song,-3988.58151737744,3742.44893043815,110
Spectral centroid,Timbral brightness,Toposa,F,song,1154.27017227766,1918.23276664417,110
f0,Pitch height,Toposa,F,desc,-1211.11909336479,253.257684306736,110
-|Δf0|,Pitch stability,Toposa,F,desc,-3947.53859871376,3379.64966973566,110
Spectral centroid,Timbral brightness,Toposa,F,desc,2343.34223604053,3119.64354271494,110
f0,Pitch height,Toposa,F,song,-967.18580031564,624.867299529159,111
-|Δf0|,Pitch stability,Toposa,F,song,-3088.18813315791,2854.23074066826,111
Spectral centroid,Timbral brightness,Toposa,F,song,693.502148240919,289.076496027495,111
f0,Pitch height,Toposa,F,desc,-823.692347311803,581.747612477056,111
-|Δf0|,Pitch stability,Toposa,F,desc,-4487.48238018174,4147.409132966,111
Spectral centroid,Timbral brightness,Toposa,F,desc,917.428363201313,461.187431064271,111
f0,Pitch height,Toposa,F,song,-874.521603017296,499.50493739586,112
-|Δf0|,Pitch stability,Toposa,F,song,-4197.60430913342,3082.29817603283,112
Spectral centroid,Timbral brightness,Toposa,F,song,938.563082872517,605.066926915344,112
f0,Pitch height,Toposa,F,desc,-800.150808304482,461.862061021975,112
-|Δf0|,Pitch stability,Toposa,F,desc,-3768.88414932851,2923.30463819405,112
Spectral centroid,Timbral brightness,Toposa,F,desc,1014.23851481826,856.030288910737,112
f0,Pitch height,English,F,song,-918.044769040462,445.540857809934,113
-|Δf0|,Pitch stability,English,F,song,-2060.23304055822,1652.44398853408,113
Spectral centroid,Timbral brightness,English,F,song,671.704389278408,650.476305703729,113
f0,Pitch height,English,F,desc,-1328.74703080319,703.768641487137,113
