feature,lang,diff,stderr,ci95_l,ci95_u,method
Spectral centroid,Spanish,0.420494903982845,0.0123778972627572,0.396186795026912,0.444803012938777,common language effect size
f0,Spanish,0.597247820622473,0.0301833285226537,0.53769461207199,0.656801029172955,common language effect size
-|Δf0|,Spanish,0.684081609707716,0.0207231711601296,0.643248968301228,0.724914251114205,common language effect size
Spectral centroid,Spanish,0.519282014584611,0.0125826546525127,0.494582193094886,0.543981836074336,common language effect size
f0,English,0.505208715428068,0.0419647683479243,0.420967045787955,0.589450385068182,common language effect size
-|Δf0|,English,0.588731567749982,0.0338843858869888,0.520998952163441,0.656464183336523,common language effect size
Spectral centroid,English,0.254996111216213,0.0117124576577145,0.232006476790473,0.277985745641954,common language effect size
f0,English,0.646881808278867,0.0279133699027272,0.591684943023582,0.702078673534152,common language effect size
-|Δf0|,English,0.742075163398693,0.0305487583308816,0.681457877519507,0.802692449277878,common language effect size
Spectral centroid,English,0.498447712418301,0.0210562072473655,0.456989860771115,0.539905564065487,common language effect size
f0,English,0.137240214203749,0.0217438389779488,0.0940401996509653,0.180440228756532,common language effect size
-|Δf0|,English,0.766288410047176,0.031306129342345,0.70397823165688,0.828598588437472,common language effect size
Spectral centroid,English,0.299790629334212,0.0148647827862015,0.27057843821062,0.329002820457804,common language effect size
f0,English,0.516937043875846,0.0285642253329975,0.460761630804829,0.573112456946864,common language effect size
-|Δf0|,English,0.593203200562736,0.0278745847963311,0.538384724160136,0.648021676965337,common language effect size
Spectral centroid,English,0.463926227439101,0.0138040529050282,0.43685197367214,0.491000481206063,common language effect size
f0,English,0.999792358803987,0.000218452234480982,0.999356896459787,1.00022782114819,common language effect size
-|Δf0|,English,0.525581395348837,0.0364512153935365,0.452426159109603,0.598736631588071,common language effect size
Spectral centroid,English,0.665702336404516,0.0349679541600697,0.596352349910032,0.735052322898999,common language effect size
f0,Mandarin,0.819550842792049,0.0120790091927927,0.795850051581109,0.843251634002989,common language effect size
-|Δf0|,Mandarin,0.636381206732965,0.0159934316824127,0.604997438367005,0.667764975098926,common language effect size
Spectral centroid,Mandarin,0.403435799491237,0.00913969955737779,0.385516024318065,0.421355574664408,common language effect size
f0,Mandarin,0.712871310374621,0.0166886466370645,0.680083166867342,0.745659453881899,common language effect size
-|Δf0|,Mandarin,0.691973215878889,0.0197845636366041,0.653055082273647,0.730891349484132,common language effect size
Spectral centroid,Mandarin,0.368092400033004,0.0107172751157355,0.347071249943803,0.389113550122205,common language effect size
f0,Mandarin,0.864831076743091,0.0106646728241421,0.843904968047279,0.885757185438903,common language effect size
-|Δf0|,Mandarin,0.71414660940777,0.0161249435916174,0.682498408545801,0.745794810269739,common language effect size
Spectral centroid,Mandarin,0.285571589203333,0.00861184899334079,0.268686655330593,0.302456523076074,common language effect size
f0,Mandarin,0.935181382614648,0.00734529100409924,0.920759892152942,0.949602873076353,common language effect size
-|Δf0|,Mandarin,0.550935064361573,0.0160217786697194,0.519493905856715,0.582376222866431,common language effect size
Spectral centroid,Mandarin,0.281647292835795,0.00769046946054952,0.26657012790693,0.29672445776466,common language effect size
f0,Mandarin,0.834528951183562,0.00773143892002938,0.819367051989567,0.849690850377557,common language effect size
-|Δf0|,Mandarin,0.732451778293649,0.0109866838797587,0.710896667406447,0.754006889180852,common language effect size
Spectral centroid,Mandarin,0.491351316629075,0.00718533779874164,0.477263952469899,0.505438680788251,common language effect size
f0,Mandarin,0.682627514185724,0.0107345205100779,0.661575680251366,0.703679348120081,common language effect size
-|Δf0|,Mandarin,0.535944508735189,0.0119114553794714,0.512585073089577,0.559303944380801,common language effect size
Spectral centroid,Mandarin,0.339076757525041,0.00633598771706549,0.326656454993135,0.351497060056947,common language effect size
f0,Mandarin,0.816586532624269,0.0125723771725656,0.791878440517916,0.841294624730621,common language effect size
-|Δf0|,Mandarin,0.657798499307933,0.0169083265932219,0.624558967353352,0.691038031262515,common language effect size
Spectral centroid,Mandarin,0.294345088902225,0.00792413245706829,0.278805896463049,0.309884281341401,common language effect size
f0,Mandarin,0.794107451448321,0.0100409892789083,0.774415251651507,0.813799651245136,common language effect size
-|Δf0|,Mandarin,0.60257159315339,0.012693218794481,0.577678007726959,0.627465178579822,common language effect size
Spectral centroid,Mandarin,0.383856141107303,0.0068551714791023,0.370417637124996,0.39729464508961,common language effect size
f0,Mandarin,0.949097119530127,0.00630792936648692,0.936716736520225,0.961477502540029,common language effect size
-|Δf0|,Mandarin,0.541835891668229,0.0179555725704197,0.506588217934735,0.577083565401722,common language effect size
Spectral centroid,Mandarin,0.366373096037668,0.00945539957574993,0.347833837225179,0.384912354850156,common language effect size
f0,Mandarin,0.807073052899064,0.0108887404183722,0.785713551239744,0.828432554558383,common language effect size
-|Δf0|,Mandarin,0.63752957645752,0.0145492923665759,0.608986991331726,0.666072161583315,common language effect size
Spectral centroid,Mandarin,0.390077372391467,0.00851328661086265,0.373386930453346,0.406767814329589,common language effect size
f0,Mandarin,0.653427306812624,0.0156504299703538,0.622715699627603,0.684138913997646,common language effect size
-|Δf0|,Mandarin,0.622880162819303,0.0162605181563289,0.590966029351254,0.654794296287352,common language effect size
Spectral centroid,Mandarin,0.344488470431634,0.00843971399341332,0.327941608664889,0.36103533219838,common language effect size
f0,Mandarin,0.734928981893093,0.0180068969025784,0.699586275211425,0.770271688574762,common language effect size
-|Δf0|,Mandarin,0.576710397918248,0.0194610523753503,0.538511764039644,0.614909031796852,common language effect size
Spectral centroid,Mandarin,0.303387785084651,0.00942100302672223,0.284913116313595,0.321862453855706,common language effect size
f0,Mandarin,0.995376125342588,0.000749107565374561,0.993907247427383,0.996845003257793,common language effect size
-|Δf0|,Mandarin,0.642989041432972,0.0104539280489151,0.622490066057884,0.663488016808059,common language effect size
Spectral centroid,Mandarin,0.536449298711843,0.00686102685371178,0.522998940494586,0.549899656929101,common language effect size
f0,Hadza,0.738735717200571,0.0147794834002792,0.70972207333778,0.767749361063363,common language effect size
-|Δf0|,Hadza,0.617126606814936,0.0154342484481478,0.586846235278216,0.647406978351655,common language effect size
Spectral centroid,Hadza,0.436528723297694,0.00963350810150538,0.417639532435328,0.45541791416006,common language effect size
f0,Hadza,0.533808006634579,0.0151525707597607,0.504064403897593,0.563551609371564,common language effect size
-|Δf0|,Hadza,0.548499608958781,0.0134299286666712,0.522147268719226,0.574851949198335,common language effect size
Spectral centroid,Hadza,0.40288055823167,0.00700341010867428,0.389150470143741,0.416610646319599,common language effect size
f0,Hadza,0.751520518582568,0.0102143377828427,0.7314900815827,0.771550955582436,common language effect size
-|Δf0|,Hadza,0.594863561663347,0.0120990141629463,0.571133798886192,0.618593324440503,common language effect size
Spectral centroid,Hadza,0.551565762980786,0.00694954634212619,0.537942444324992,0.565189081636579,common language effect size
f0,Hadza,0.771963074968585,0.0136805548989138,0.745120285563025,0.798805864374144,common language effect size
-|Δf0|,Hadza,0.617610505820457,0.017896277334059,0.582473615061957,0.652747396578956,common language effect size
Spectral centroid,Hadza,0.591021125182616,0.00941091591192857,0.57256975435247,0.609472496012761,common language effect size
f0,Hadza,0.574401199557872,0.00945710649275444,0.555859283417697,0.592943115698048,common language effect size
-|Δf0|,Hadza,0.713567025023051,0.00844652996548531,0.697005947440417,0.730128102605686,common language effect size
Spectral centroid,Hadza,0.433886039357929,0.00541240688351638,0.423276759717171,0.444495318998687,common language effect size
f0,Hadza,0.821939500716675,0.00792338292932088,0.806402327117757,0.837476674315592,common language effect size
-|Δf0|,Hadza,0.683022575250836,0.010396732055943,0.662635301978002,0.70340984852367,common language effect size
Spectral centroid,Hadza,0.491108363507904,0.0061978025647543,0.478959143993954,0.503257583021855,common language effect size
f0,Kannada,0.594606034185608,0.0187509736131689,0.557802571813183,0.631409496558032,common language effect size
-|Δf0|,Kannada,0.576983515480849,0.0194011815712882,0.538895603926066,0.615071427035632,common language effect size
Spectral centroid,Kannada,0.440349173789174,0.0108018992627259,0.419167146954046,0.461531200624301,common language effect size
f0,Kannada,0.694506928957116,0.0158691164571048,0.663327186554125,0.725686671360107,common language effect size
-|Δf0|,Kannada,0.528570809269437,0.0228366487854974,0.483589360467028,0.573552258071846,common language effect size
Spectral centroid,Kannada,0.174852052483907,0.00575374837227717,0.163572546339653,0.186131558628161,common language effect size
f0,Kannada,0.403818054761451,0.0203200553527233,0.363916216457544,0.443719893065358,common language effect size
-|Δf0|,Kannada,0.662397560510768,0.0203587239180665,0.622400480194311,0.702394640827226,common language effect size
Spectral centroid,Kannada,0.19821193601029,0.00740868140012622,0.183684429467536,0.212739442553043,common language effect size
f0,Kannada,0.236840725595051,0.0162656757576655,0.204876753090324,0.268804698099778,common language effect size
-|Δf0|,Kannada,0.541299674950194,0.0241081657366049,0.493815067670674,0.588784282229714,common language effect size
Spectral centroid,Kannada,0.387442912866642,0.0111049586478663,0.365660086481486,0.409225739251797,common language effect size
f0,Kannada,0.449232310157369,0.0139761049367277,0.421819861768057,0.476644758546681,common language effect size
-|Δf0|,Kannada,0.540725669068961,0.013948495989413,0.513367233844523,0.5680841042934,common language effect size
Spectral centroid,Kannada,0.471364805568165,0.0084392712147594,0.454819644908708,0.487909966227621,common language effect size
f0,Kannada,0.902280796968136,0.00973918054858455,0.883158150158701,0.921403443777571,common language effect size
-|Δf0|,Kannada,0.565015821620428,0.0209854421603187,0.523733215979469,0.606298427261387,common language effect size
Spectral centroid,Kannada,0.739382330075606,0.011966196595846,0.715891912470436,0.762872747680776,common language effect size
f0,Kannada,0.893387648269184,0.00781572678711507,0.878056522826504,0.908718773711864,common language effect size
-|Δf0|,Kannada,0.445643458000484,0.0119984028416309,0.422113967266605,0.469172948734363,common language effect size
Spectral centroid,Kannada,0.341560966465575,0.00666481615032819,0.328495725780588,0.354626207150561,common language effect size
f0,Kannada,0.778081611096441,0.010014382641288,0.758441721384549,0.797721500808332,common language effect size
-|Δf0|,Kannada,0.344615316905487,0.0122882806450919,0.320513677974646,0.368716955836327,common language effect size
Spectral centroid,Kannada,0.603047351148617,0.00815998109528963,0.587048478309651,0.619046223987583,common language effect size
f0,Kannada,0.703328421994875,0.0155944371892911,0.672717623191148,0.733939220798602,common language effect size
-|Δf0|,Kannada,0.507531379095918,0.0157968056090193,0.476531640428841,0.538531117762994,common language effect size
Spectral centroid,Kannada,0.320495531376847,0.00850113972068217,0.303826908026689,0.337164154727006,common language effect size
f0,Kannada,0.807021114043617,0.0102024814641966,0.787009454495254,0.82703277359198,common language effect size
-|Δf0|,Kannada,0.486335602166968,0.0139695420247719,0.458933912423289,0.513737291910646,common language effect size
Spectral centroid,Kannada,0.353711752725965,0.00757420393313369,0.338863014659531,0.368560490792399,common language effect size
f0,Kannada,0.716075854216989,0.0166751468899421,0.683306829496368,0.74884487893761,common language effect size
-|Δf0|,Kannada,0.53564059983897,0.0162004244133203,0.503822409458681,0.567458790219258,common language effect size
Spectral centroid,Kannada,0.4125429366566,0.0105826115102173,0.391783228785412,0.433302644527788,common language effect size
f0,Kannada,0.667840662547769,0.0128042760304511,0.64271341429653,0.692967910799008,common language effect size
-|Δf0|,Kannada,0.434912611094591,0.0145994040367144,0.406254512996833,0.46357070919235,common language effect size
Spectral centroid,Kannada,0.507982039982304,0.00842165148502321,0.491468146449304,0.524495933515304,common language effect size
f0,Polish,0.833737690880548,0.0237525474488391,0.786855277669339,0.880620104091757,common language effect size
-|Δf0|,Polish,0.600256885971172,0.0281370547414979,0.544894798078183,0.65561897386416,common language effect size
Spectral centroid,Polish,0.495015532990217,0.0176240605100925,0.460412591060749,0.529618474919684,common language effect size
f0,Polish,0.525127662224437,0.0226425868043854,0.480604158775478,0.569651165673395,common language effect size
-|Δf0|,Polish,0.654447073801913,0.0218881684127796,0.611388387723354,0.697505759880472,common language effect size
Spectral centroid,Polish,0.275222140973653,0.0108419680543894,0.253954812824379,0.296489469122928,common language effect size
f0,Polish,0.694196352884531,0.0168381275268841,0.661139061834318,0.727253643934743,common language effect size
-|Δf0|,Polish,0.557917794098699,0.0190451169730166,0.520513924860384,0.595321663337013,common language effect size
Spectral centroid,Polish,0.488245275796479,0.0103586598905739,0.467932705896125,0.508557845696832,common language effect size
f0,Polish,0.87033746185604,0.0104860568305893,0.849753621477196,0.890921302234885,common language effect size
-|Δf0|,Polish,0.576645289730912,0.0146359276809252,0.547932070947431,0.605358508514393,common language effect size
Spectral centroid,Polish,0.431224005708298,0.00834659858388366,0.414860537570997,0.4475874738456,common language effect size
f0,Polish,0.685410931213061,0.0163955872409817,0.653238772817273,0.717583089608848,common language effect size
-|Δf0|,Polish,0.507005756309801,0.0178949739900795,0.471890525241333,0.542120987378269,common language effect size
Spectral centroid,Polish,0.543969524793388,0.010169696889887,0.524028840789021,0.563910208797756,common language effect size
f0,Polish,0.454175624133148,0.0163064951361209,0.422165093801849,0.486186154464448,common language effect size
-|Δf0|,Polish,0.577317961165049,0.0156379969349968,0.546624945944921,0.608010976385176,common language effect size
Spectral centroid,Polish,0.399063158203526,0.00876442070046992,0.381878803745879,0.416247512661174,common language effect size
f0,Polish,0.758085483182195,0.0276509784141166,0.703544629075885,0.812626337288505,common language effect size
-|Δf0|,Polish,0.553863447964028,0.0226011341193008,0.509381251886473,0.598345644041584,common language effect size
Spectral centroid,Polish,0.445437446318101,0.0121942782190326,0.421515040315062,0.46935985232114,common language effect size
f0,Polish,0.585039872408293,0.0205172150888616,0.544763210870886,0.625316533945701,common language effect size
-|Δf0|,Polish,0.45477937267411,0.0222394455913244,0.411082749502684,0.498475995845535,common language effect size
Spectral centroid,Polish,0.504465743837001,0.0129305840714078,0.47910467252243,0.529826815151572,common language effect size
f0,Polish,0.595611020455257,0.0137080348064225,0.568716590319896,0.622505450590618,common language effect size
-|Δf0|,Polish,0.523712686874681,0.0135032978604733,0.497224004111163,0.550201369638199,common language effect size
Spectral centroid,Polish,0.42550534069137,0.00780501540828834,0.410203828812541,0.440806852570199,common language effect size
f0,Polish,0.778467871266931,0.010444784368392,0.757980292021832,0.798955450512029,common language effect size
-|Δf0|,Polish,0.587800089678491,0.0127401486247774,0.562813695383743,0.612786483973238,common language effect size
Spectral centroid,Polish,0.511849590395296,0.00824723240396285,0.495680313730427,0.528018867060166,common language effect size
f0,Polish,0.665845374263315,0.0173941906684308,0.631673329231893,0.700017419294738,common language effect size
-|Δf0|,Polish,0.532700534268456,0.0170137242257255,0.499289987832095,0.566111080704817,common language effect size
Spectral centroid,Polish,0.391613230002936,0.00896181942549768,0.374040260164528,0.409186199841344,common language effect size
f0,Polish,0.664175540906018,0.0110505512384437,0.642505683755821,0.685845398056215,common language effect size
-|Δf0|,Polish,0.521486928104575,0.0118407472485824,0.498267676743129,0.544706179466021,common language effect size
Spectral centroid,Polish,0.435353256722719,0.00734641638678201,0.420951598126277,0.449754915319161,common language effect size
f0,Polish,0.595945186142215,0.0156724862079319,0.565190616343339,0.626699755941091,common language effect size
-|Δf0|,Polish,0.444296902414904,0.0153398380041888,0.414199402309545,0.474394402520263,common language effect size
Spectral centroid,Polish,0.388544958546154,0.00934625788900199,0.370218730244742,0.406871186847565,common language effect size
f0,Mbendjele,0.846431553504724,0.00898191550796721,0.828801602234748,0.864061504774701,common language effect size
-|Δf0|,Mbendjele,0.412075001831099,0.0139493197111199,0.384691531171867,0.439458472490332,common language effect size
Spectral centroid,Mbendjele,0.471835782186824,0.0114564335143676,0.449360892248193,0.494310672125454,common language effect size
f0,Mbendjele,0.474733302153627,0.0209724354288841,0.433428067252001,0.516038537055253,common language effect size
-|Δf0|,Mbendjele,0.708030683376444,0.0190690150599482,0.67046689559236,0.745594471160528,common language effect size
Spectral centroid,Mbendjele,0.415942288156683,0.0138166539811334,0.388820159815745,0.443064416497621,common language effect size
f0,Mbendjele,0.839234412059034,0.0113561622538856,0.816944264759019,0.86152455935905,common language effect size
-|Δf0|,Mbendjele,0.357917878164669,0.0133895534178794,0.331652987937263,0.384182768392075,common language effect size
Spectral centroid,Mbendjele,0.515844733306634,0.0102687842853014,0.495705336346761,0.535984130266507,common language effect size
f0,Mbendjele,0.317036364528635,0.027558183610693,0.26256915899841,0.371503570058861,common language effect size
-|Δf0|,Mbendjele,0.807258183245816,0.0318877083434469,0.74389484701775,0.870621519473882,common language effect size
Spectral centroid,Mbendjele,0.828142181854533,0.0199873974788009,0.788746494001506,0.867537869707561,common language effect size
f0,Mbendjele,0.248447204968944,0.0312867526321458,0.18583505482503,0.311059355112858,common language effect size
-|Δf0|,Mbendjele,0.713544607566347,0.0361707280515175,0.641128361334333,0.785960853798361,common language effect size
Spectral centroid,Mbendjele,0.429651332189453,0.0244777883412548,0.381270698714095,0.47803196566481,common language effect size
f0,Mbendjele,0.429924219649982,0.0190144172261276,0.392477939676133,0.46737049962383,common language effect size
-|Δf0|,Mbendjele,0.79939010165774,0.0167670796468358,0.766347187650454,0.832433015665026,common language effect size
Spectral centroid,Mbendjele,0.555182047607974,0.0160874455513666,0.523591020397352,0.586773074818596,common language effect size
f0,Mbendjele,0.581934732728276,0.0130098034037786,0.556419617436905,0.607449848019647,common language effect size
-|Δf0|,Mbendjele,0.46121252147547,0.013098572858806,0.43552338805074,0.4869016549002,common language effect size
Spectral centroid,Mbendjele,0.384503545814708,0.00786667610879593,0.369080588132146,0.399926503497271,common language effect size
f0,Mbendjele,0.559032792307621,0.0134002410998717,0.532739508335505,0.585326076279736,common language effect size
-|Δf0|,Mbendjele,0.573539277162317,0.0147142389096751,0.544653609829853,0.602424944494781,common language effect size
Spectral centroid,Mbendjele,0.447608256729637,0.00975794715128071,0.428470180286141,0.466746333173134,common language effect size
f0,Mbendjele,0.960227044487754,0.00352008192078929,0.953324862429338,0.967129226546171,common language effect size
-|Δf0|,Mbendjele,0.696680698517444,0.0114294386138509,0.674254492823733,0.719106904211156,common language effect size
Spectral centroid,Mbendjele,0.592438889732546,0.00632932599948948,0.580031120213049,0.604846659252043,common language effect size
f0,Mbendjele,0.61888648944583,0.0142042858939898,0.591018609348849,0.646754369542811,common language effect size
-|Δf0|,Mbendjele,0.378949172975574,0.0140129244410053,0.351457641345324,0.406440704605824,common language effect size
Spectral centroid,Mbendjele,0.441029322663534,0.00843755001574664,0.424487773707236,0.457570871619832,common language effect size
f0,Mentawai,0.339358943334789,0.0123496084489171,0.315133834251076,0.363584052418501,common language effect size
-|Δf0|,Mentawai,0.727499459929554,0.011386410634869,0.705164346699232,0.749834573159876,common language effect size
Spectral centroid,Mentawai,0.421821922898377,0.00734584344807377,0.407420590170432,0.436223255626322,common language effect size
f0,Mentawai,0.86589970469031,0.00618007430289988,0.853782372131729,0.87801703724889,common language effect size
-|Δf0|,Mentawai,0.725319643868612,0.00962219071684832,0.706447396063936,0.744191891673287,common language effect size
Spectral centroid,Mentawai,0.563857423629748,0.00724342918531368,0.549655611852004,0.578059235407491,common language effect size
f0,Mentawai,0.675098965249417,0.014111940263469,0.647405344430176,0.702792586068659,common language effect size
-|Δf0|,Mentawai,0.58343021070829,0.0147705772310467,0.55444478468588,0.612415636730701,common language effect size
Spectral centroid,Mentawai,0.436783107111309,0.00834499982256651,0.420420682659555,0.453145531563062,common language effect size
f0,Mentawai,0.403183625832109,0.0166229550126398,0.370568135701993,0.435799115962224,common language effect size
-|Δf0|,Mentawai,0.704189450592202,0.0151733625511152,0.674415563137506,0.733963338046898,common language effect size
Spectral centroid,Mentawai,0.333566717482763,0.00890332896834125,0.316110299519449,0.351023135446077,common language effect size
f0,Mentawai,0.67791099730506,0.0128052222674699,0.652795638097983,0.703026356512137,common language effect size
-|Δf0|,Mentawai,0.460002255285667,0.0136431448560029,0.433243833546298,0.486760677025037,common language effect size
Spectral centroid,Mentawai,0.370156822290588,0.00742525641441989,0.355599902603786,0.38471374197739,common language effect size
f0,Mentawai,0.517895379628361,0.0124507762572712,0.49347774044105,0.542313018815673,common language effect size
-|Δf0|,Mentawai,0.594293019221111,0.0132971932611282,0.568205824146926,0.620380214295297,common language effect size
Spectral centroid,Mentawai,0.364393035901359,0.00772840612070013,0.349240872576172,0.379545199226545,common language effect size
f0,Mentawai,0.455819438350154,0.0123429263531038,0.431613292871931,0.480025583828376,common language effect size
-|Δf0|,Mentawai,0.66698339054797,0.0114980092632931,0.644433680729837,0.689533100366103,common language effect size
Spectral centroid,Mentawai,0.284497901977441,0.00610117333606642,0.272537899348056,0.296457904606826,common language effect size
f0,Mentawai,0.717794585179555,0.0123395136697424,0.693587099162061,0.742002071197049,common language effect size
-|Δf0|,Mentawai,0.69925849392015,0.014097505893718,0.671583403193291,0.726933584647008,common language effect size
Spectral centroid,Mentawai,0.466042717866449,0.0103237827143696,0.445794347163903,0.486291088568994,common language effect size
f0,Mentawai,0.724930228207034,0.016654247934556,0.69224030465765,0.757620151756418,common language effect size
-|Δf0|,Mentawai,0.838467255330981,0.013955990533533,0.811066610474819,0.865867900187143,common language effect size
Spectral centroid,Mentawai,0.262703859077005,0.010381048920745,0.242341913521819,0.283065804632191,common language effect size
f0,Mentawai,0.434298091564061,0.0162301119293022,0.402449315251139,0.466146867876983,common language effect size
-|Δf0|,Mentawai,0.621693803785738,0.0156725916561687,0.590945087001535,0.65244252056994,common language effect size
Spectral centroid,Mentawai,0.293956178962813,0.0091278723818425,0.276056910518831,0.311855447406795,common language effect size
f0,Spanish,0.480769230769231,0.0436718434268165,0.394366475812684,0.567171985725777,common language effect size
-|Δf0|,Spanish,0.779289940828402,0.0479857310309039,0.680521719767614,0.878058161889191,common language effect size
Spectral centroid,Spanish,0.380284806692723,0.0148224271118238,0.351208220634844,0.409361392750603,common language effect size
f0,Spanish,0.901689120802501,0.014931742136134,0.872340149459016,0.931038092145986,common language effect size
-|Δf0|,Spanish,0.604079980207373,0.0283138823886099,0.548381587022542,0.659778373392204,common language effect size
Spectral centroid,Spanish,0.33585816631173,0.0156523842046975,0.305141511229843,0.366574821393617,common language effect size
f0,Spanish,0.667864482214426,0.019185012564514,0.630192432835445,0.705536531593407,common language effect size
-|Δf0|,Spanish,0.629733074468931,0.0193336167719705,0.591772247515152,0.66769390142271,common language effect size
Spectral centroid,Spanish,0.526552663293751,0.0110156548290601,0.504952399469929,0.548152927117572,common language effect size
f0,Spanish,0.782666507898706,0.0225792785995416,0.738257742165921,0.827075273631491,common language effect size
-|Δf0|,Spanish,0.615622767325554,0.0265769549770146,0.56338323850767,0.667862296143437,common language effect size
Spectral centroid,Spanish,0.501117322650491,0.0142103420390223,0.473241505513342,0.528993139787641,common language effect size
f0,Spanish,0.264825121967979,0.0301505664941209,0.205150847637527,0.324499396298431,common language effect size
-|Δf0|,Spanish,0.513433656290799,0.0424781839765748,0.428742620477999,0.598124692103599,common language effect size
Spectral centroid,Spanish,0.360451555721416,0.0226908792146524,0.315730121616036,0.405172989826796,common language effect size
f0,Nyangatom,0.894492411176886,0.00764155175178546,0.879487786535873,0.909497035817899,common language effect size
-|Δf0|,Nyangatom,0.493234061320129,0.0174615754971808,0.458911927647272,0.527556194992986,common language effect size
Spectral centroid,Nyangatom,0.53784878412642,0.0108148422492543,0.516632871651502,0.559064696601338,common language effect size
f0,Nyangatom,0.935313397544879,0.00487424918183016,0.925751198072192,0.944875597017567,common language effect size
-|Δf0|,Nyangatom,0.588548903100075,0.0118033809116258,0.56539845946196,0.611699346738191,common language effect size
Spectral centroid,Nyangatom,0.683565252361599,0.00651341421119394,0.670796228407936,0.696334276315261,common language effect size
f0,Nyangatom,0.58234274393264,0.0131413211517338,0.556569020402854,0.608116467462426,common language effect size
-|Δf0|,Nyangatom,0.607692490205325,0.0149686636312981,0.578312096366028,0.637072884044622,common language effect size
Spectral centroid,Nyangatom,0.278367874229243,0.00716633924607802,0.264317218092841,0.292418530365645,common language effect size
f0,Nyangatom,0.782853243892013,0.0108908803036353,0.761493505233938,0.804212982550087,common language effect size
-|Δf0|,Nyangatom,0.514450911402672,0.0133374615944495,0.488291998049881,0.540609824755463,common language effect size
Spectral centroid,Nyangatom,0.514352877847235,0.00765792613302993,0.499340342636143,0.529365413058329,common language effect size
f0,Nyangatom,0.915040311203693,0.00594371205518276,0.903383027724345,0.926697594683041,common language effect size
-|Δf0|,Nyangatom,0.532333007161767,0.0128472587176551,0.507137610744267,0.557528403579267,common language effect size
Spectral centroid,Nyangatom,0.571492383892709,0.00751731034127384,0.556755158000274,0.586229609785144,common language effect size
f0,Nyangatom,0.825638507345018,0.00848948642930661,0.808989075440935,0.842287939249101,common language effect size
-|Δf0|,Nyangatom,0.601901085884833,0.0133667081805781,0.575669905306016,0.628132266463651,common language effect size
Spectral centroid,Nyangatom,0.445182935748395,0.00864265252846382,0.42823540936142,0.46213046213537,common language effect size
f0,Nyangatom,0.788916678536617,0.0107413982760167,0.76784692256836,0.809986434504874,common language effect size
-|Δf0|,Nyangatom,0.596671666010328,0.014793985192615,0.567636917976955,0.625706414043701,common language effect size
Spectral centroid,Nyangatom,0.415892236216481,0.00814604536850023,0.39992036490127,0.431864107531691,common language effect size
f0,Nyangatom,0.754458630997619,0.0134366335888083,0.728081331381702,0.780835930613536,common language effect size
-|Δf0|,Nyangatom,0.578345873233014,0.0190885357225321,0.540818975510579,0.615872770955449,common language effect size
Spectral centroid,Nyangatom,0.544527953393211,0.0122016348047801,0.520585966052148,0.568469940734275,common language effect size
f0,Nyangatom,0.527546751816235,0.014847445195619,0.498419199009731,0.55667430462274,common language effect size
-|Δf0|,Nyangatom,0.528494577078099,0.0159198274951591,0.497246918713396,0.559742235442802,common language effect size
Spectral centroid,Nyangatom,0.572773503349903,0.00892663890930203,0.555270497107029,0.590276509592777,common language effect size
f0,Enga,0.933632104030114,0.00695376785306777,0.919984710525646,0.947279497534582,common language effect size
-|Δf0|,Enga,0.489543025612677,0.017375730430461,0.455448548210277,0.523637503015077,common language effect size
