feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0,0.585153466483461,0.570076337192153,0.600462815136004
Spectral centroid,0,0.444340756840642,0.426148642067211,0.462563695063786
f0,0,0.704981654921102,0.678596595988543,0.731269051884611
