feature,lang,diff,stderr,method
f0,English,0.789810775690319,0.00734024555303536,common language effect size
Rate of change of f0,English,0.613685991027692,0.00886017990846609,common language effect size
Spectral centroid,English,0.470354429492042,0.0105904860449167,common language effect size
f0,Marathi,0.989964276522892,0.00136206686536839,common language effect size
Rate of change of f0,Marathi,0.621564356514393,0.00912096561080265,common language effect size
Spectral centroid,Marathi,0.519746329451252,0.0107504869525145,common language effect size
f0,Farsi,0.964956672269842,0.00264430565283587,common language effect size
Rate of change of f0,Farsi,0.61446002300539,0.00866496508855288,common language effect size
Spectral centroid,Farsi,0.533861972218792,0.0105923510934941,common language effect size
f0,Japanese,0.999999743731677,3.62418138254992e-07,common language effect size
Rate of change of f0,Japanese,0.562876714435082,0.00911500737966154,common language effect size
Spectral centroid,Japanese,0.620239533586891,0.0104844984808278,common language effect size
f0,Yoruba,0.992991620042557,0.00106683178630176,common language effect size
Rate of change of f0,Yoruba,0.606705156559855,0.00884335352465257,common language effect size
Spectral centroid,Yoruba,0.505564295415763,0.0113513556844675,common language effect size
