feature,lang,diff,stderr,method
f0,English,0.157403846153846,0.0119876947492784,common language effect size
-|Δf0|,English,0.597855351170569,0.018020487445846,common language effect size
Spectral centroid,English,0.505694300648973,0.0205822627062271,common language effect size
f0,Marathi,1,0,common language effect size
-|Δf0|,Marathi,0.603549632796607,0.0217276048684015,common language effect size
Spectral centroid,Marathi,0.530283326178632,0.0212158868926561,common language effect size
f0,Farsi,0.939949537045426,0.00756886520884732,common language effect size
-|Δf0|,Farsi,0.63838355469387,0.0179938294392834,common language effect size
Spectral centroid,Farsi,0.544555402509948,0.0212734073558843,common language effect size
f0,Japanese,1,0,common language effect size
-|Δf0|,Japanese,0.6241493291853,0.0273228150907272,common language effect size
Spectral centroid,Japanese,0.615011981756809,0.0199503199683872,common language effect size
f0,Yoruba,0.99589263440271,0.00129784514980265,common language effect size
-|Δf0|,Yoruba,0.58507778943358,0.0195146655542234,common language effect size
Spectral centroid,Yoruba,0.39250272145009,0.0222188323398486,common language effect size
