feature,lang,diff,stderr,method
f0,English,0,0,common language effect size
Rate of change of f0,English,0.460136884942656,0.030045724596631,common language effect size
Spectral centroid,English,0.555989184777064,0.0298232969169915,common language effect size
f0,Marathi,1,0,common language effect size
Rate of change of f0,Marathi,0.0232558139534884,0.0217948902460325,common language effect size
Spectral centroid,Marathi,0.4092439546985,0.0321362590299974,common language effect size
f0,Farsi,0.992916721832384,0.00277817016635933,common language effect size
Rate of change of f0,Farsi,0.284125513041176,0.0354148569760567,common language effect size
Spectral centroid,Farsi,0.814411571334648,0.023113020757373,common language effect size
f0,Japanese,NaN,NaN,common language effect size
Rate of change of f0,Japanese,NaN,NaN,common language effect size
Spectral centroid,Japanese,0.77465724306515,0.023155156230953,common language effect size
f0,Yoruba,0.984858104858105,0.0046891284480825,common language effect size
Rate of change of f0,Yoruba,0.557287157287157,0.0269212883058429,common language effect size
Spectral centroid,Yoruba,0.487528344671202,0.0322857564838559,common language effect size
