1.99146,New Point
2.30206,New Point
2.62671,New Point
2.70468,New Point
3.01178,New Point
3.21346,New Point
3.55688,New Point
4.0131,New Point
4.2877,New Point
4.4825,New Point
4.77824,New Point
4.97396,New Point
5.18205,New Point
5.38601,New Point
5.51092,New Point
5.68255,New Point
6.07032,New Point
6.24666,New Point
6.66888,New Point
6.83279,New Point
7.63533,New Point
7.76348,New Point
7.86677,New Point
8.02185,New Point
8.47959,New Point
8.5743,New Point
9.74878,New Point
10.0641,New Point
10.2934,New Point
10.4309,New Point
10.5317,New Point
10.7089,New Point
11.55,New Point
11.7569,New Point
11.9029,New Point
12.0574,New Point
12.3091,New Point
12.5744,New Point
12.733,New Point
13.2627,New Point
13.6834,New Point
13.9076,New Point
14.0599,New Point
14.1739,New Point
14.3314,New Point
14.513,New Point
15.1344,New Point
15.4963,New Point
15.6498,New Point
16.4146,New Point
16.6249,New Point
16.8529,New Point
17.3836,New Point
17.7058,New Point
18.9052,New Point
19.0102,New Point
19.175,New Point
19.35,New Point
19.486,New Point
20.1721,New Point
20.2976,New Point
20.4836,New Point
20.675,New Point
20.9272,New Point
21.2396,New Point
23.2234,New Point
23.4461,New Point
23.6072,New Point
23.9023,New Point
23.9902,New Point
24.0948,New Point
24.3209,New Point
24.4937,New Point
24.7623,New Point
24.999,New Point
25.1017,New Point
25.3048,New Point
25.8989,New Point
25.9997,New Point
26.1745,New Point
26.2899,New Point
26.5599,New Point
26.6328,New Point
26.8444,New Point
26.9516,New Point
27.1325,New Point
27.3589,New Point
27.6499,New Point
28.0285,New Point
28.554,New Point
28.9735,New Point
29.7958,New Point
29.9304,New Point
31.2712,New Point
31.3539,New Point
31.6968,New Point
32.1385,New Point
32.3901,New Point
32.6148,New Point
33.055,New Point
33.3291,New Point
34.4012,New Point
34.5145,New Point
34.8857,New Point
35.0295,New Point
35.1425,New Point
35.5123,New Point
35.7719,New Point
35.8931,New Point
36.3568,New Point
36.6357,New Point
36.8461,New Point
37.0175,New Point
37.955,New Point
38.1573,New Point
38.4031,New Point
38.9332,New Point
