feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0,0.67424563366134,0.640449767705088,0.706991061577207
Spectral centroid,0.0426518454613829,0.540465013595107,0.492238692738466,0.589030495492954
f0,0,0.887985947794297,0.848135251098503,0.927512542311148
