feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0,0.708177688150815,0.609976812428294,0.772562702213898
Spectral centroid,0.505187988281114,0.586187829045419,0.413564359340876,0.659737158804361
f0,6.10351562508882e-05,0.9137972463533,0.875790032370028,0.949228104258618
