feature,lang,diff,stderr,ci95_l,ci95_u,method
f0,English,0.949228104258618,0.00246215434639665,0.944401553287706,0.954054655229529,common language effect size
-|Δf0|,English,0.772562702213898,0.0052837751156563,0.762204951196272,0.782920453231523,common language effect size
Spectral centroid,English,0.344865414914725,0.00598122112536036,0.333140658765718,0.356590171063732,common language effect size
f0,English,0.924813795941869,0.00304190275677974,0.918850311731572,0.930777280152167,common language effect size
-|Δf0|,English,0.806171934586122,0.00482104908951441,0.796721179121629,0.815622690050616,common language effect size
Spectral centroid,English,0.49740912936047,0.00583957788527305,0.485961993077426,0.508856265643514,common language effect size
f0,Mandarin,0.875790032370028,0.00363893919685675,0.868656663528025,0.882923401212031,common language effect size
-|Δf0|,Mandarin,0.741929498656664,0.0053519968863952,0.731438063600919,0.752420933712408,common language effect size
Spectral centroid,Mandarin,0.527798252156054,0.0050207725623016,0.517956809167932,0.537639695144176,common language effect size
f0,Spanish,0.752765206284551,0.00541944825918318,0.742141561592021,0.763388850977082,common language effect size
-|Δf0|,Spanish,0.690323400043565,0.00616195780533922,0.678244040417749,0.702402759669381,common language effect size
Spectral centroid,Spanish,0.613078515038991,0.00639392096455634,0.600544427154308,0.625612602923673,common language effect size
f0,Chilean,0.703787771386676,0.00735011642984784,0.689376201692361,0.718199341080991,common language effect size
-|Δf0|,Chilean,0.775657290145454,0.00609078003625395,0.763716134130668,0.787598446160239,common language effect size
Spectral centroid,Chilean,0.41971158301924,0.00721716493190016,0.405562184741809,0.43386098129667,common language effect size
f0,English,0.892527990713156,0.00371437802235931,0.885246605433289,0.899809375993023,common language effect size
-|Δf0|,English,0.527004798508905,0.00669515272425819,0.51388025142577,0.54012934559204,common language effect size
Spectral centroid,English,0.65973715880436,0.00501179101869331,0.649913207430031,0.669561110178689,common language effect size
f0,Catalan,0.876339589871039,0.00428754704497366,0.86793461173421,0.884744568007868,common language effect size
-|Δf0|,Catalan,0.669909707632786,0.00615096400002725,0.657852148144723,0.68196726712085,common language effect size
Spectral centroid,Catalan,0.253085180751093,0.00461989380233142,0.244029233101525,0.262141128400661,common language effect size
f0,Spanish,0.9137972463533,0.00333428234440552,0.907260813613932,0.920333679092669,common language effect size
-|Δf0|,Spanish,0.526064204886867,0.00689977255176921,0.512538542544897,0.539589867228837,common language effect size
Spectral centroid,Spanish,0.686247721207834,0.00547383713565879,0.675517392906025,0.696978049509643,common language effect size
f0,English,0.956618243042084,0.00226182659736975,0.952184062922137,0.961052423162031,common language effect size
-|Δf0|,English,0.709254321837103,0.00643355306428228,0.696641989315349,0.721866654358857,common language effect size
Spectral centroid,English,0.604526641489193,0.00614862981009166,0.59247358857218,0.616579694406207,common language effect size
f0,English,0.986796364810171,0.00108045677092675,0.984678057769103,0.988914671851238,common language effect size
-|Δf0|,English,0.741910960535256,0.00596651524614032,0.730213928285743,0.753607992784769,common language effect size
Spectral centroid,English,0.778968428583837,0.00446098605676648,0.77022411528854,0.787712741879133,common language effect size
f0,Kannada,0.885323870924368,0.00359185935436269,0.878282837108868,0.892364904739869,common language effect size
-|Δf0|,Kannada,0.708177688150815,0.00593398568973844,0.696545228442565,0.719810147859066,common language effect size
Spectral centroid,Kannada,0.586187829045419,0.00571736549791184,0.57497971129101,0.597395946799829,common language effect size
f0,English,0.940004046131403,0.00238866925647608,0.935321670965688,0.944686421297118,common language effect size
-|Δf0|,English,0.665547989320415,0.00584903163214322,0.654082459548348,0.677013519092482,common language effect size
Spectral centroid,English,0.587918187683379,0.0074607655904213,0.573291977746052,0.602544397620707,common language effect size
f0,Polish,0.556002900742431,0.00659611759987609,0.543072678621428,0.568933122863433,common language effect size
-|Δf0|,Polish,0.609976812428294,0.00650006693980333,0.597234620813475,0.622719004043112,common language effect size
Spectral centroid,Polish,0.413564359340876,0.00578860146325704,0.40221749940763,0.424911219274122,common language effect size
f0,Spanish,0.948843058646973,0.00235319850497339,0.94422998869847,0.953456128595475,common language effect size
-|Δf0|,Spanish,0.536215606187798,0.00623526169649666,0.52399272006,0.548438492315596,common language effect size
Spectral centroid,Spanish,0.48989534488009,0.00733722678118062,0.475511016045926,0.504279673714254,common language effect size
