feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0.000183105468749112,0.675580642324294,0.597797258598551,0.748277534831102
Spectral centroid,0.317687988281249,0.538835568890476,0.432104994239333,0.640094496790399
f0,0,0.867907314408991,0.791436747454597,0.933417002192979
