feature,name,lang,sex,type,mean,std,groupid
f0,Pitch height,Burmese,F,desc,-1575.09351421422,640.257527583617,65
-|Δf0|,Pitch stability,Burmese,F,desc,-3634.63715636384,3965.37063392798,65
Spectral centroid,Timbral brightness,Burmese,F,desc,700.185365901054,1268.75796446977,65
f0,Pitch height,Burmese,F,song,-932.137303140433,712.049006736797,65
-|Δf0|,Pitch stability,Burmese,F,song,-1751.15986498136,2452.73297265317,65
Spectral centroid,Timbral brightness,Burmese,F,song,723.122956351494,1113.28067262926,65
f0,Pitch height,Te Reo Māori,F,desc,-1756.96357617189,583.459612878218,70
-|Δf0|,Pitch stability,Te Reo Māori,F,desc,-3401.74614692548,3345.90289761303,70
Spectral centroid,Timbral brightness,Te Reo Māori,F,desc,822.957206313186,1113.57210316878,70
f0,Pitch height,Te Reo Māori,F,song,-1382.72672324415,273.115496465287,70
-|Δf0|,Pitch stability,Te Reo Māori,F,song,-1170.54481671078,1576.29518718109,70
Spectral centroid,Timbral brightness,Te Reo Māori,F,song,561.837333111229,708.777657634091,70
f0,Pitch height,Gaeilge,M,desc,-2335.71623700153,261.721434975921,67
-|Δf0|,Pitch stability,Gaeilge,M,desc,-3249.73696295992,4228.69345851095,67
Spectral centroid,Timbral brightness,Gaeilge,M,desc,1530.8696259935,2175.68029416749,67
f0,Pitch height,Gaeilge,M,song,-1902.72647994655,336.098229178977,67
-|Δf0|,Pitch stability,Gaeilge,M,song,-1747.14872844283,3077.27008785757,67
Spectral centroid,Timbral brightness,Gaeilge,M,song,920.404167950015,1714.99206971454,67
f0,Pitch height,English,M,desc,-2603.6878312713,232.634818409886,50
-|Δf0|,Pitch stability,English,M,desc,-4371.11015931381,3295.82809001835,50
Spectral centroid,Timbral brightness,English,M,desc,745.395774174357,1401.93582378018,50
f0,Pitch height,English,M,song,-1947.07162376405,533.42942608148,50
-|Δf0|,Pitch stability,English,M,song,-2887.40257997959,3335.70893596747,50
Spectral centroid,Timbral brightness,English,M,song,500.193945329151,967.453645949988,50
f0,Pitch height,Georgian,F,desc,-1588.71764928703,403.2880521074,51
-|Δf0|,Pitch stability,Georgian,F,desc,-4502.77081996363,3868.31343134056,51
Spectral centroid,Timbral brightness,Georgian,F,desc,1093.89856428184,1664.11296234918,51
f0,Pitch height,Georgian,F,song,-781.905762174089,347.359475852497,51
-|Δf0|,Pitch stability,Georgian,F,song,-1258.26775622667,1955.14475640638,51
Spectral centroid,Timbral brightness,Georgian,F,song,626.611013784185,878.031213521967,51
f0,Pitch height,Puri,M,desc,-2465.99062305775,611.848969644013,52
-|Δf0|,Pitch stability,Puri,M,desc,-2556.01426153818,2061.68570035868,52
Spectral centroid,Timbral brightness,Puri,M,desc,1608.69026185745,1380.32532686061,52
f0,Pitch height,Puri,M,song,-1478.38164457318,232.589990745626,52
-|Δf0|,Pitch stability,Puri,M,song,-968.395320072084,1607.79513581675,52
Spectral centroid,Timbral brightness,Puri,M,song,1203.08353054622,1054.57409126833,52
f0,Pitch height,Norwegian,F,desc,-1137.59466023854,352.776121789164,53
-|Δf0|,Pitch stability,Norwegian,F,desc,-4332.31226319136,4247.31634891534,53
Spectral centroid,Timbral brightness,Norwegian,F,desc,1431.71067532731,2186.26120145376,53
f0,Pitch height,Norwegian,F,song,-531.343463222937,334.919380059973,53
-|Δf0|,Pitch stability,Norwegian,F,song,-1890.88082742114,2419.07379861429,53
Spectral centroid,Timbral brightness,Norwegian,F,song,1173.7025514145,1617.6535011519,53
f0,Pitch height,Kuikuro,M,desc,-3036.91801034188,1444.64173196611,54
-|Δf0|,Pitch stability,Kuikuro,M,desc,-1381.98429619395,1749.66519014717,54
Spectral centroid,Timbral brightness,Kuikuro,M,desc,1193.68877874863,2036.709582388,54
f0,Pitch height,Kuikuro,M,song,-2141.84587329434,1124.78505373619,54
-|Δf0|,Pitch stability,Kuikuro,M,song,-1388.63044986275,1749.70008435713,54
Spectral centroid,Timbral brightness,Kuikuro,M,song,843.568627516363,1381.09073974435,54
f0,Pitch height,Ainu,F,desc,-2333.55844536739,868.906849293284,55
-|Δf0|,Pitch stability,Ainu,F,desc,-2973.26140474902,2556.16876336576,55
Spectral centroid,Timbral brightness,Ainu,F,desc,776.887709104188,915.244987538265,55
f0,Pitch height,Ainu,F,song,-1343.07007212133,323.259188693153,55
-|Δf0|,Pitch stability,Ainu,F,song,-2779.21270895731,3558.591986548,55
Spectral centroid,Timbral brightness,Ainu,F,song,635.703221858617,623.366968429565,55
f0,Pitch height,Slovenian,F,desc,-1556.70707788935,388.47555371875,56
-|Δf0|,Pitch stability,Slovenian,F,desc,-3006.32009012696,2765.80071226258,56
Spectral centroid,Timbral brightness,Slovenian,F,desc,1172.92630573953,1822.83171088853,56
f0,Pitch height,Slovenian,F,song,-834.016314679645,440.731839708833,56
-|Δf0|,Pitch stability,Slovenian,F,song,-2058.7304671824,2358.28446610562,56
Spectral centroid,Timbral brightness,Slovenian,F,song,1241.22225943473,1980.09802348419,56
f0,Pitch height,Portuguese,F,desc,-1525.50118590358,927.311082729614,57
-|Δf0|,Pitch stability,Portuguese,F,desc,-1754.79022375826,1751.94311202502,57
Spectral centroid,Timbral brightness,Portuguese,F,desc,735.636481936367,1375.62325235369,57
f0,Pitch height,Portuguese,F,song,-630.38301637871,900.321402726704,57
-|Δf0|,Pitch stability,Portuguese,F,song,-2097.61873869932,2344.74034616015,57
Spectral centroid,Timbral brightness,Portuguese,F,song,797.540895100064,926.649216849881,57
f0,Pitch height,Polish,M,desc,-2229.37014659769,280.643959334635,58
-|Δf0|,Pitch stability,Polish,M,desc,-2156.59703402402,2123.45298766598,58
Spectral centroid,Timbral brightness,Polish,M,desc,1130.39074906583,1439.67517241365,58
f0,Pitch height,Polish,M,song,-2257.81616879845,301.75181055621,58
-|Δf0|,Pitch stability,Polish,M,song,-1639.43431309931,1907.80935682325,58
Spectral centroid,Timbral brightness,Polish,M,song,854.527263682413,1251.92062233069,58
f0,Pitch height,DutchFlemish,M,desc,-1978.14064750116,353.564893229865,59
-|Δf0|,Pitch stability,DutchFlemish,M,desc,-2338.30166669147,2472.34342848795,59
Spectral centroid,Timbral brightness,DutchFlemish,M,desc,1119.29872534769,1497.53287145028,59
f0,Pitch height,DutchFlemish,M,song,-1552.51434995743,299.393268146477,59
-|Δf0|,Pitch stability,DutchFlemish,M,song,-2397.58368175664,2751.107333125,59
Spectral centroid,Timbral brightness,DutchFlemish,M,song,947.126407385436,1240.63755328791,59
f0,Pitch height,Japanese,M,desc,-2821.59355564611,681.388529583766,60
-|Δf0|,Pitch stability,Japanese,M,desc,-2964.09012617806,3108.70904955215,60
Spectral centroid,Timbral brightness,Japanese,M,desc,631.596831628735,1219.84905128558,60
f0,Pitch height,Japanese,M,song,-1775.02811385025,821.659529184172,60
-|Δf0|,Pitch stability,Japanese,M,song,-2936.70749212201,3293.31937842928,60
Spectral centroid,Timbral brightness,Japanese,M,song,480.298984927947,999.128066218409,60
