feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0,0.657191345494699,0.62976670756409,0.684316941466262
Spectral centroid,0.0610687236632943,0.530772696558609,0.490794776781905,0.570648696866477
f0,0,0.860737787702642,0.826398570560781,0.894638436215227
