feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0,0.65719902910639,0.629853455221436,0.684356655958459
Spectral centroid,0.0603089163126294,0.53090758264642,0.491072006311145,0.570617001610011
f0,0,0.860775994031554,0.826160954828735,0.894847971192341
