feature,name,lang,sex,type,mean,std,groupid
f0 ratio deviation,Interval regularity,Fante,F,recit,73.0957565307617,65.3669967651367,69
90% f0 quantile length,Pitch range,Fante,F,recit,833.200000000002,210.526007894516,69
Short-term energy,Lousness,Fante,F,recit,0.0100854254527165,0.0109915137716511,69
f0,Pitch height,Fante,F,song,-1366.28846153846,432.509924748889,69
IOI rate,Temporal rate,Fante,F,song,3.96512278594512,2.9726073505743,69
-|Δf0|,Pitch stability,Fante,F,song,-695.766952151369,1042.77156591389,69
f0 ratio,Pitch interval size,Fante,F,song,164.061351398866,87.6206620243983,69
Spectral centroid,Timbral brightness,Fante,F,song,464.656998358002,732.579649560182,69
Sign of f0 slope,Pitch declination,Fante,F,song,-1,0,69
Pulse clarity,Pulse clarity,Fante,F,song,0.195136846878286,0.0668549759411609,69
Onset-break interval,Phrase length,Fante,F,song,4.45496598675,0.407791200366272,69
IOI ratio deviation,Rhythmic regularity,Fante,F,song,0.0480084734262125,0.0501367808369337,69
Spectral flatness,Timbral noiseness,Fante,F,song,0.000527701986073504,0.000999509186376114,69
f0 ratio deviation,Interval regularity,Fante,F,song,34.2115097045898,29.7237815856934,69
90% f0 quantile length,Pitch range,Fante,F,song,682.500000000001,147.958327466439,69
Short-term energy,Lousness,Fante,F,song,0.0113902902403301,0.00996588457467579,69
f0,Pitch height,Macedonian,M,desc,-2227.41181470463,299.176120654502,2
IOI rate,Temporal rate,Macedonian,M,desc,7.56896228117853,4.44947243225729,2
-|Δf0|,Pitch stability,Macedonian,M,desc,-1335.92214112767,1569.76937308054,2
f0 ratio,Pitch interval size,Macedonian,M,desc,196.062250435139,216.506668184002,2
Spectral centroid,Timbral brightness,Macedonian,M,desc,1588.54990631997,2299.8806016651,2
Sign of f0 slope,Pitch declination,Macedonian,M,desc,0,1.09544511501033,2
Pulse clarity,Pulse clarity,Macedonian,M,desc,0.162284232127224,0.070675107517299,2
Onset-break interval,Phrase length,Macedonian,M,desc,2.286137566,1.05241980016651,2
IOI ratio deviation,Rhythmic regularity,Macedonian,M,desc,0.0762531710782241,0.0640303436583607,2
Spectral flatness,Timbral noiseness,Macedonian,M,desc,0.00299320052507673,0.00738701890717569,2
f0 ratio deviation,Interval regularity,Macedonian,M,desc,139.411315917969,131.189361572266,2
90% f0 quantile length,Pitch range,Macedonian,M,desc,732.916666666669,324.608135552191,2
Short-term energy,Lousness,Macedonian,M,desc,0.000449987843871297,0.000746690666308941,2
f0,Pitch height,Macedonian,M,inst,1113.13482216708,257.689924856019,2
IOI rate,Temporal rate,Macedonian,M,inst,4.93626771567609,3.35585086670847,2
-|Δf0|,Pitch stability,Macedonian,M,inst,-727.509460775748,917.876980025917,2
f0 ratio,Pitch interval size,Macedonian,M,inst,111.220405846297,105.420348231324,2
Spectral centroid,Timbral brightness,Macedonian,M,inst,1327.57846104591,533.943060080651,2
Sign of f0 slope,Pitch declination,Macedonian,M,inst,0,1.15470053837925,2
Pulse clarity,Pulse clarity,Macedonian,M,inst,0.187262429576565,0.0491714522225528,2
Onset-break interval,Phrase length,Macedonian,M,inst,3.658231292,0.877890886713244,2
IOI ratio deviation,Rhythmic regularity,Macedonian,M,inst,0.109980202958061,0.0964874739652333,2
Spectral flatness,Timbral noiseness,Macedonian,M,inst,0.00253264699732307,0.00406637361684795,2
f0 ratio deviation,Interval regularity,Macedonian,M,inst,17.2597522735596,15.3820085525513,2
90% f0 quantile length,Pitch range,Macedonian,M,inst,425.749999999998,212.129480899443,2
Short-term energy,Lousness,Macedonian,M,inst,0.0758230672897999,0.0798039344655784,2
f0,Pitch height,Macedonian,M,recit,-2085.04098360656,360.309160882114,2
IOI rate,Temporal rate,Macedonian,M,recit,4.87511809774657,2.06050454852386,2
-|Δf0|,Pitch stability,Macedonian,M,recit,-1514.21695572216,2065.42491994789,2
f0 ratio,Pitch interval size,Macedonian,M,recit,308.988759168439,268.482335757846,2
Spectral centroid,Timbral brightness,Macedonian,M,recit,2340.93126841477,2364.13362699292,2
Sign of f0 slope,Pitch declination,Macedonian,M,recit,-0.2,1.09544511501033,2
Pulse clarity,Pulse clarity,Macedonian,M,recit,0.212723087327262,0.0644787513414079,2
Onset-break interval,Phrase length,Macedonian,M,recit,1.8442448982,0.222321551318021,2
IOI ratio deviation,Rhythmic regularity,Macedonian,M,recit,0.039704873972017,0.0372613959234215,2
Spectral flatness,Timbral noiseness,Macedonian,M,recit,0.00147339753220796,0.00325916745301832,2
f0 ratio deviation,Interval regularity,Macedonian,M,recit,133.11833190918,115.200325012207,2
90% f0 quantile length,Pitch range,Macedonian,M,recit,980.600000000002,164.261377079336,2
Short-term energy,Lousness,Macedonian,M,recit,0.000938618060109436,0.00142441803145382,2
f0,Pitch height,Macedonian,M,song,-1418.57262336214,264.922771177045,2
IOI rate,Temporal rate,Macedonian,M,song,2.20544126000855,1.05058703375752,2
-|Δf0|,Pitch stability,Macedonian,M,song,-637.059019694919,835.273284757203,2
f0 ratio,Pitch interval size,Macedonian,M,song,123.804802328402,117.621084353441,2
Spectral centroid,Timbral brightness,Macedonian,M,song,907.557865774114,1050.27551893868,2
Sign of f0 slope,Pitch declination,Macedonian,M,song,0,1.4142135623731,2
Pulse clarity,Pulse clarity,Macedonian,M,song,0.160975518884976,0.0523314239748189,2
Onset-break interval,Phrase length,Macedonian,M,song,5.201269841,1.31351899134873,2
IOI ratio deviation,Rhythmic regularity,Macedonian,M,song,0.0384730390211945,0.0247859754080973,2
Spectral flatness,Timbral noiseness,Macedonian,M,song,0.000376481433901085,0.000452962027959679,2
f0 ratio deviation,Interval regularity,Macedonian,M,song,53.6454620361328,46.1711120605469,2
90% f0 quantile length,Pitch range,Macedonian,M,song,549.000000000001,267.286363288514,2
Short-term energy,Lousness,Macedonian,M,song,0.00804225935621569,0.00864240256855499,2
f0,Pitch height,Italian,M,desc,-2512.21549636804,300.491010457452,3
IOI rate,Temporal rate,Italian,M,desc,6.46255066709565,3.56564259969742,3
-|Δf0|,Pitch stability,Italian,M,desc,-1799.95430154208,2035.01634401853,3
f0 ratio,Pitch interval size,Italian,M,desc,258.148056835139,214.213732604054,3
Spectral centroid,Timbral brightness,Italian,M,desc,915.246566815793,1517.89341157873,3
Sign of f0 slope,Pitch declination,Italian,M,desc,-0.6,0.894427190999916,3
Pulse clarity,Pulse clarity,Italian,M,desc,0.131980331589851,0.02480948990332,3
Onset-break interval,Phrase length,Italian,M,desc,3.0000181408,2.40630902605667,3
IOI ratio deviation,Rhythmic regularity,Italian,M,desc,0.127943148350896,0.0883427336816085,3
Spectral flatness,Timbral noiseness,Italian,M,desc,0.00456615152276943,0.010367194526247,3
f0 ratio deviation,Interval regularity,Italian,M,desc,241.221481323242,202.520538330078,3
90% f0 quantile length,Pitch range,Italian,M,desc,726.300000000002,234.96185860688,3
Short-term energy,Lousness,Italian,M,desc,0.000823038807990562,0.00136532142176223,3
f0,Pitch height,Italian,M,inst,-1117.85667752443,355.993461621886,3
IOI rate,Temporal rate,Italian,M,inst,2.99719788822755,1.06110442910304,3
-|Δf0|,Pitch stability,Italian,M,inst,-66.6158566008687,67.9491524657495,3
f0 ratio,Pitch interval size,Italian,M,inst,234.846463027502,182.195733579972,3
Spectral centroid,Timbral brightness,Italian,M,inst,460.134068089582,350.673252762548,3
Sign of f0 slope,Pitch declination,Italian,M,inst,0.333333333333333,1.03279555898864,3
Pulse clarity,Pulse clarity,Italian,M,inst,0.207029416697738,0.0799123032582555,3
Onset-break interval,Phrase length,Italian,M,inst,2.73463340916667,1.27637750598584,3
IOI ratio deviation,Rhythmic regularity,Italian,M,inst,0.0186505077465955,0.0193933942593776,3
Spectral flatness,Timbral noiseness,Italian,M,inst,0.000237432732109076,0.000299315349581242,3
f0 ratio deviation,Interval regularity,Italian,M,inst,84.2337188720703,83.5023193359375,3
90% f0 quantile length,Pitch range,Italian,M,inst,686.666666666667,348.635435185046,3
Short-term energy,Lousness,Italian,M,inst,0.0126065934775736,0.00697666559084188,3
f0,Pitch height,Italian,M,recit,-2742.33036707453,319.879755999424,3
IOI rate,Temporal rate,Italian,M,recit,5.05009888843031,2.20364752694672,3
-|Δf0|,Pitch stability,Italian,M,recit,-2303.04635422287,1879.76430256018,3
f0 ratio,Pitch interval size,Italian,M,recit,326.966986564299,262.56985054172,3
Spectral centroid,Timbral brightness,Italian,M,recit,743.774516169696,1480.99292361403,3
Sign of f0 slope,Pitch declination,Italian,M,recit,-0.25,1.03509833901353,3
Pulse clarity,Pulse clarity,Italian,M,recit,0.203775329596845,0.0757613790378024,3
Onset-break interval,Phrase length,Italian,M,recit,1.422040816375,1.00095075722127,3
IOI ratio deviation,Rhythmic regularity,Italian,M,recit,0.107116894849804,0.0936768914653538,3
Spectral flatness,Timbral noiseness,Italian,M,recit,0.00163927403767794,0.00229450128029581,3
f0 ratio deviation,Interval regularity,Italian,M,recit,313.925476074219,258.640472412109,3
90% f0 quantile length,Pitch range,Italian,M,recit,899.8125,232.783765005206,3
Short-term energy,Lousness,Italian,M,recit,0.000261176932536444,0.000413440853950479,3
f0,Pitch height,Italian,M,song,-2532.92892561983,321.799796510289,3
IOI rate,Temporal rate,Italian,M,song,3.17335112170763,1.28587832200481,3
-|Δf0|,Pitch stability,Italian,M,song,-1231.735321585,1368.6023245959,3
f0 ratio,Pitch interval size,Italian,M,song,253.009897825083,193.382284891396,3
Spectral centroid,Timbral brightness,Italian,M,song,604.907597090022,972.89444238048,3
Sign of f0 slope,Pitch declination,Italian,M,song,0,1.15470053837925,3
Pulse clarity,Pulse clarity,Italian,M,song,0.210981287585057,0.0941727687559903,3
Onset-break interval,Phrase length,Italian,M,song,3.94902494325,1.69699558528298,3
IOI ratio deviation,Rhythmic regularity,Italian,M,song,0.0998048872635999,0.0751987154398282,3
Spectral flatness,Timbral noiseness,Italian,M,song,0.001113140744228,0.00294106375123611,3
f0 ratio deviation,Interval regularity,Italian,M,song,165.753875732422,165.791961669922,3
90% f0 quantile length,Pitch range,Italian,M,song,706.875000000001,254.822936892787,3
Short-term energy,Lousness,Italian,M,song,0.000892034453403531,0.000864351707798629,3
IOI rate,Temporal rate,Guarani,F,inst,3.00751615357925,1.32881122542173,61
Pulse clarity,Pulse clarity,Guarani,F,inst,0.24523603768083,0.0706403769277835,61
Onset-break interval,Phrase length,Guarani,F,inst,2.3232,0.515399823700224,61
IOI ratio deviation,Rhythmic regularity,Guarani,F,inst,0.0272342671992398,0.0161538411770567,61
Spectral flatness,Timbral noiseness,Guarani,F,inst,0.000394424016127368,0.000871319558993453,61
Short-term energy,Lousness,Guarani,F,inst,0.00181063605660061,0.00737874407702678,61
f0,Pitch height,Guarani,F,recit,-1159.21270718232,228.511759841272,61
IOI rate,Temporal rate,Guarani,F,recit,5.20598482709026,2.1442241561287,61
-|Δf0|,Pitch stability,Guarani,F,recit,-1664.60658720189,1775.78835435674,61
f0 ratio,Pitch interval size,Guarani,F,recit,257.047348380332,183.007379693628,61
Spectral centroid,Timbral brightness,Guarani,F,recit,1378.43581845304,890.540006526396,61
Sign of f0 slope,Pitch declination,Guarani,F,recit,-0.5,0.925820099772551,61
Pulse clarity,Pulse clarity,Guarani,F,recit,0.141660366498444,0.0626412804102516,61
Onset-break interval,Phrase length,Guarani,F,recit,1.22625,0.170542155975658,61
IOI ratio deviation,Rhythmic regularity,Guarani,F,recit,0.0487742282694015,0.0401452664317241,61
Spectral flatness,Timbral noiseness,Guarani,F,recit,0.000683884927261647,0.000847006261313878,61
f0 ratio deviation,Interval regularity,Guarani,F,recit,257.602905273438,182.564193725586,61
90% f0 quantile length,Pitch range,Guarani,F,recit,656.124999999999,76.1074193867732,61
Short-term energy,Lousness,Guarani,F,recit,0.00049452707845314,0.000864902843259166,61
f0,Pitch height,Guarani,F,song,-826.481626270524,293.99007817989,61
IOI rate,Temporal rate,Guarani,F,song,2.94771263439085,2.86092207940852,61
-|Δf0|,Pitch stability,Guarani,F,song,-435.905249406997,734.187539567038,61
f0 ratio,Pitch interval size,Guarani,F,song,141.665387983478,179.557012187996,61
Spectral centroid,Timbral brightness,Guarani,F,song,911.098481026488,656.719821502655,61
Sign of f0 slope,Pitch declination,Guarani,F,song,0.5,1,61
Pulse clarity,Pulse clarity,Guarani,F,song,0.188363024614187,0.0368208541731946,61
Onset-break interval,Phrase length,Guarani,F,song,3.40016666675,0.116853025805133,61
IOI ratio deviation,Rhythmic regularity,Guarani,F,song,0.0282397688384203,0.0363020749795819,61
Spectral flatness,Timbral noiseness,Guarani,F,song,0.000202966196881779,0.000334015674781734,61
f0 ratio deviation,Interval regularity,Guarani,F,song,31.2381477355957,33.1247291564941,61
90% f0 quantile length,Pitch range,Guarani,F,song,521,51.0294032886943,61
Short-term energy,Lousness,Guarani,F,song,0.0013093694233378,0.00134620077477246,61
f0,Pitch height,Guarani,F,desc,-1229.74660633484,193.611010076837,61
IOI rate,Temporal rate,Guarani,F,desc,6.47303400686166,3.91706576865607,61
-|Δf0|,Pitch stability,Guarani,F,desc,-1029.00960905322,1023.2986348933,61
f0 ratio,Pitch interval size,Guarani,F,desc,123.925167210572,109.383278905108,61
Spectral centroid,Timbral brightness,Guarani,F,desc,1282.4146874242,1335.96652130978,61
Sign of f0 slope,Pitch declination,Guarani,F,desc,-1,0,61
Pulse clarity,Pulse clarity,Guarani,F,desc,0.136701343192957,0.0689594742127427,61
Onset-break interval,Phrase length,Guarani,F,desc,5.489333333,0.665623183828341,61
IOI ratio deviation,Rhythmic regularity,Guarani,F,desc,0.123299253421856,0.0954957618634786,61
Spectral flatness,Timbral noiseness,Guarani,F,desc,0.000730676079673182,0.000855729940969472,61
f0 ratio deviation,Interval regularity,Guarani,F,desc,120.654769897461,109.560607910156,61
90% f0 quantile length,Pitch range,Guarani,F,desc,697.750000000002,9.54594154601292,61
Short-term energy,Lousness,Guarani,F,desc,0.0002173501443974,0.000352228947937965,61
f0,Pitch height,Portuguese,F,desc,-1150.4289879217,258.577726984912,4
IOI rate,Temporal rate,Portuguese,F,desc,7.5177857793151,4.21154012323856,4
-|Δf0|,Pitch stability,Portuguese,F,desc,-1520.22598308188,1726.5575105036,4
f0 ratio,Pitch interval size,Portuguese,F,desc,223.762255936008,229.32260950934,4
Spectral centroid,Timbral brightness,Portuguese,F,desc,1130.08695619865,1795.25723531598,4
Sign of f0 slope,Pitch declination,Portuguese,F,desc,-0.333333333333333,1.15470053837925,4
Pulse clarity,Pulse clarity,Portuguese,F,desc,0.142482563337117,0.0289858567233149,4
Onset-break interval,Phrase length,Portuguese,F,desc,4.26473167033333,2.74599945578906,4
IOI ratio deviation,Rhythmic regularity,Portuguese,F,desc,0.0408731536820135,0.031955916218785,4
Spectral flatness,Timbral noiseness,Portuguese,F,desc,0.00500670141237316,0.0103462230170724,4
f0 ratio deviation,Interval regularity,Portuguese,F,desc,96.6043853759766,92.9115142822266,4
90% f0 quantile length,Pitch range,Portuguese,F,desc,753.333333333332,287.112057101987,4
Short-term energy,Lousness,Portuguese,F,desc,3.21867023362222e-05,4.30637469112567e-05,4
IOI rate,Temporal rate,Portuguese,F,inst,3.28094426092632,0.660792742313342,4
Pulse clarity,Pulse clarity,Portuguese,F,inst,0.364026442688542,0.0858651562901662,4
Onset-break interval,Phrase length,Portuguese,F,inst,4.20934240375,0.200760520524841,4
IOI ratio deviation,Rhythmic regularity,Portuguese,F,inst,0.0205356457522257,0.0187924558798288,4
Spectral flatness,Timbral noiseness,Portuguese,F,inst,0.0720549431194316,0.0189678955510228,4
Short-term energy,Lousness,Portuguese,F,inst,0.000208319644716561,0.000433601209785306,4
f0,Pitch height,Portuguese,F,recit,-1160.74669187146,274.390121253542,4
IOI rate,Temporal rate,Portuguese,F,recit,6.37274850943596,2.61963237978926,4
-|Δf0|,Pitch stability,Portuguese,F,recit,-1836.26988610367,1894.48509278217,4
f0 ratio,Pitch interval size,Portuguese,F,recit,211.196230506213,194.883343916471,4
Spectral centroid,Timbral brightness,Portuguese,F,recit,845.505134950718,1209.38323047116,4
Sign of f0 slope,Pitch declination,Portuguese,F,recit,-1,0,4
Pulse clarity,Pulse clarity,Portuguese,F,recit,0.205531659136022,0.0779225130554748,4
Onset-break interval,Phrase length,Portuguese,F,recit,2.3858503398,0.207472520029486,4
IOI ratio deviation,Rhythmic regularity,Portuguese,F,recit,0.0524145612819748,0.0391660083811579,4
Spectral flatness,Timbral noiseness,Portuguese,F,recit,0.00197021369527195,0.00235308519541302,4
f0 ratio deviation,Interval regularity,Portuguese,F,recit,185.542221069336,168.73307800293,4
90% f0 quantile length,Pitch range,Portuguese,F,recit,872.799999999999,219.044972551301,4
Short-term energy,Lousness,Portuguese,F,recit,3.77286010868917e-05,4.76244395592252e-05,4
f0,Pitch height,Portuguese,F,song,-148.042635658915,300.922082332904,4
IOI rate,Temporal rate,Portuguese,F,song,2.93055736987314,0.718983917741033,4
-|Δf0|,Pitch stability,Portuguese,F,song,-655.416991879292,1010.85011171327,4
f0 ratio,Pitch interval size,Portuguese,F,song,138.783465180101,138.051746834835,4
Spectral centroid,Timbral brightness,Portuguese,F,song,1157.63386512575,1442.64559500959,4
Sign of f0 slope,Pitch declination,Portuguese,F,song,0.333333333333333,1.15470053837925,4
Pulse clarity,Pulse clarity,Portuguese,F,song,0.175822133097778,0.0546356112889844,4
Onset-break interval,Phrase length,Portuguese,F,song,4.793227513,0.187753377905747,4
IOI ratio deviation,Rhythmic regularity,Portuguese,F,song,0.0507333887856933,0.0479323230816046,4
Spectral flatness,Timbral noiseness,Portuguese,F,song,0.00124036791093431,0.002272011786502,4
f0 ratio deviation,Interval regularity,Portuguese,F,song,78.4127426147461,72.175407409668,4
90% f0 quantile length,Pitch range,Portuguese,F,song,886.666666666666,124.23096769056,4
Short-term energy,Lousness,Portuguese,F,song,0.000262429707635102,0.000342808642673667,4
f0,Pitch height,English,F,desc,-1440.73729142414,259.848707136036,5
IOI rate,Temporal rate,English,F,desc,5.36723935690164,3.07684621547771,5
-|Δf0|,Pitch stability,English,F,desc,-1730.89137530839,1796.23465903698,5
f0 ratio,Pitch interval size,English,F,desc,201.226951417798,183.7652707124,5
Spectral centroid,Timbral brightness,English,F,desc,1224.18289076615,2015.37526757466,5
Sign of f0 slope,Pitch declination,English,F,desc,-1,0,5
Pulse clarity,Pulse clarity,English,F,desc,0.185947183306201,0.0619951664512618,5
Onset-break interval,Phrase length,English,F,desc,5.633015873,1.23193714751009,5
IOI ratio deviation,Rhythmic regularity,English,F,desc,0.0453880136821239,0.034071178600735,5
Spectral flatness,Timbral noiseness,English,F,desc,0.00231473401632695,0.00388519131069387,5
f0 ratio deviation,Interval regularity,English,F,desc,160.526702880859,130.757247924805,5
90% f0 quantile length,Pitch range,English,F,desc,714.999999999998,176.776695296634,5
Short-term energy,Lousness,English,F,desc,0.000296645899079241,0.000369786536025912,5
f0,Pitch height,English,F,inst,-926.071805702217,245.004242979836,5
IOI rate,Temporal rate,English,F,inst,1.06901457705298,0.173277597284738,5
-|Δf0|,Pitch stability,English,F,inst,-136.436190838323,373.675870994713,5
f0 ratio,Pitch interval size,English,F,inst,244.970239390642,86.7106996309733,5
Spectral centroid,Timbral brightness,English,F,inst,522.008298286745,266.478901018059,5
Sign of f0 slope,Pitch declination,English,F,inst,0,1.4142135623731,5
Pulse clarity,Pulse clarity,English,F,inst,0.174716332035068,0.103272669125239,5
Onset-break interval,Phrase length,English,F,inst,7.0530612245,0.357112976736369,5
IOI ratio deviation,Rhythmic regularity,English,F,inst,0.0190169303978656,0.0162172754886456,5
Spectral flatness,Timbral noiseness,English,F,inst,8.99119750591499e-05,8.83704841911316e-05,5
f0 ratio deviation,Interval regularity,English,F,inst,56.508731842041,69.5932769775391,5
90% f0 quantile length,Pitch range,English,F,inst,809.999999999996,141.42135623731,5
Short-term energy,Lousness,English,F,inst,0.00959102014346716,0.0119400981998943,5
f0,Pitch height,English,F,recit,-1366.52023692004,221.771952350887,5
IOI rate,Temporal rate,English,F,recit,2.96329891300175,1.42730484816685,5
-|Δf0|,Pitch stability,English,F,recit,-1170.08001685861,1248.11488731591,5
f0 ratio,Pitch interval size,English,F,recit,204.624163984569,141.597298106781,5
Spectral centroid,Timbral brightness,English,F,recit,1001.18922862804,1787.61408967026,5
Sign of f0 slope,Pitch declination,English,F,recit,-1,0,5
Pulse clarity,Pulse clarity,English,F,recit,0.143107358422976,0.0340583348369527,5
Onset-break interval,Phrase length,English,F,recit,2.9640272108,0.697675358049637,5
IOI ratio deviation,Rhythmic regularity,English,F,recit,0.0540519808457486,0.0384826079092565,5
Spectral flatness,Timbral noiseness,English,F,recit,0.00153396130234578,0.00257899500025714,5
f0 ratio deviation,Interval regularity,English,F,recit,73.0533676147461,62.6971435546875,5
90% f0 quantile length,Pitch range,English,F,recit,675.400000000003,123.157622581797,5
Short-term energy,Lousness,English,F,recit,0.000326613020407905,0.000454620168030765,5
f0,Pitch height,English,F,song,-938.641521005826,250.547671240067,5
IOI rate,Temporal rate,English,F,song,1.15148989428869,0.139377858615009,5
-|Δf0|,Pitch stability,English,F,song,-425.374210897799,678.691429198998,5
f0 ratio,Pitch interval size,English,F,song,226.237726009454,120.975512143087,5
Spectral centroid,Timbral brightness,English,F,song,897.057306762437,1556.12669260656,5
Sign of f0 slope,Pitch declination,English,F,song,0,1.4142135623731,5
Pulse clarity,Pulse clarity,English,F,song,0.186409140273947,0.0566309113777372,5
Onset-break interval,Phrase length,English,F,song,6.218594104,0.225761076328704,5
IOI ratio deviation,Rhythmic regularity,English,F,song,0.0224941216591209,0.0208718427758932,5
Spectral flatness,Timbral noiseness,English,F,song,0.00060006865700884,0.00122882233072992,5
f0 ratio deviation,Interval regularity,English,F,song,97.6223678588867,83.7308807373047,5
90% f0 quantile length,Pitch range,English,F,song,799.999999999996,113.137084989846,5
