feature,lang,diff,stderr,ci95_l,ci95_u,method,groupid
f0,English,0.949228104258618,0.00246215434639665,0.944401553287706,0.954054655229529,common language effect size,1
-|Δf0|,English,0.772562702213898,0.0052837751156563,0.762204951196272,0.782920453231523,common language effect size,1
Spectral centroid,English,0.39308186067046,0.00748799524124263,0.378402673187169,0.407761048153751,common language effect size,1
f0,Macedonian,0.958474411947505,0.00181695973072319,0.954912621250058,0.962036202644952,common language effect size,2
-|Δf0|,Macedonian,0.651075344790341,0.00579450830630325,0.639716590998429,0.662434098582253,common language effect size,2
Spectral centroid,Macedonian,0.610337237877238,0.0078665109928826,0.594914304190124,0.625760171564351,common language effect size,2
f0,Italian,0.521042205811362,0.00641457980256466,0.508467989460508,0.533616422162215,common language effect size,3
-|Δf0|,Italian,0.59568960373629,0.00636923745065729,0.58320392984567,0.608175277626909,common language effect size,3
Spectral centroid,Italian,0.503854270648456,0.00749447756373828,0.489162314883596,0.518546226413316,common language effect size,3
f0,Portuguese,0.983197576016672,0.00111595516004156,0.981010014104305,0.985385137929039,common language effect size,4
-|Δf0|,Portuguese,0.664165587466291,0.00610552719498151,0.652197014692492,0.67613416024009,common language effect size,4
Spectral centroid,Portuguese,0.624473939086798,0.00727990398318346,0.610202395657389,0.638745482516206,common language effect size,4
f0,English,0.924813795941869,0.00304190275677974,0.918850311731572,0.930777280152167,common language effect size,5
-|Δf0|,English,0.806171934586122,0.00482104908951441,0.796721179121629,0.815622690050616,common language effect size,5
Spectral centroid,English,0.479608192184056,0.00757913045665095,0.464749933288316,0.494466451079796,common language effect size,5
f0,Ronga,0.926910223933747,0.00326259291212955,0.920514297625711,0.933306150241782,common language effect size,6
-|Δf0|,Ronga,0.609361765326502,0.00650416863697436,0.596611524052428,0.622112006600577,common language effect size,6
Spectral centroid,Ronga,0.495988360178878,0.00745697703228568,0.481369998530159,0.510606721827596,common language effect size,6
f0,Swedish,0.956984364648526,0.00233278993136099,0.952411327598195,0.961557401698858,common language effect size,7
-|Δf0|,Swedish,0.660434722468265,0.00683690647106127,0.647031692228939,0.67383775270759,common language effect size,7
Spectral centroid,Swedish,0.534521438442802,0.00753971779086442,0.519740541755574,0.54930233513003,common language effect size,7
f0,Hindi,0.995589717081657,0.000486540243423129,0.994635865011991,0.996543569151323,common language effect size,8
-|Δf0|,Hindi,0.735771553309149,0.00588246066666519,0.724240153492423,0.747302953125876,common language effect size,8
Spectral centroid,Hindi,0.549863719213264,0.00752986106621131,0.535102124930737,0.56462531349579,common language effect size,8
f0,Bulgarian,0.860779125519562,0.0045050777644382,0.851947432366184,0.86961081867294,common language effect size,9
-|Δf0|,Bulgarian,0.629267673916016,0.00636467119537528,0.616790795658872,0.641744552173161,common language effect size,9
Spectral centroid,Bulgarian,0.456143257342059,0.00758773535231433,0.441267995594523,0.471018519089594,common language effect size,9
