feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0.998568621338968,0.500019723293858,0.474364540349506,0.525582543074159
Spectral centroid,0.831022095572378,0.502213736088479,0.476594031388047,0.527911633483719
f0,0.176190259561994,0.477255666550164,0.44098713689186,0.513697767992724
