feature,lang,diff,stderr,ci95_l,ci95_u,method,groupid
IOI rate,English,0.778322106552358,0.0427894849585756,0.693436250531609,0.863207962573107,common language effect size,1
f0 ratio,English,0.99609375,0.0055242717280199,NaN,NaN,common language effect size,1
Sign of f0 slope,English,0.75,0.353553390593274,NaN,NaN,common language effect size,1
IOI rate,Macedonian,0.55187969924812,0.0613247716058246,0.429945230455521,0.67381416804072,common language effect size,2
f0 ratio,Macedonian,0.2791748046875,0.0316557153950087,0.216793694702113,0.341555914672887,common language effect size,2
Sign of f0 slope,Macedonian,0.55,0.189296944860009,0.0935831389052832,1.00641686109472,common language effect size,2
IOI rate,Italian,0.856516015796402,0.0392212785960373,0.778275762902442,0.934756268690361,common language effect size,3
f0 ratio,Italian,0.4090576171875,0.0356914502371916,0.33875785578788,0.47935737858712,common language effect size,3
Sign of f0 slope,Italian,0.645833333333333,0.139576670061285,0.338412334956815,0.953254331709851,common language effect size,3
IOI rate,Portuguese,0.87445054945055,0.0357493581658166,0.80322500932473,0.945676089576369,common language effect size,4
f0 ratio,Portuguese,0.99609375,0.0055242717280199,NaN,NaN,common language effect size,4
Sign of f0 slope,Portuguese,0.9,0.14142135623731,NaN,NaN,common language effect size,4
IOI rate,English,0.958333333333333,0.0283246092028471,0.900978609780877,1.01568805688579,common language effect size,5
f0 ratio,English,0.594757080078125,0.0378291875727981,0.520105017263952,0.669409142892298,common language effect size,5
Sign of f0 slope,English,0.75,0.25,-2.42655118404367,3.92655118404367,common language effect size,5
IOI rate,Ronga,0.854056902002108,0.0354292396871811,0.783826558450806,0.92428724555341,common language effect size,6
f0 ratio,Ronga,0.99609375,0.0055242717280199,NaN,NaN,common language effect size,6
Sign of f0 slope,Ronga,0.928571428571429,0.101015254455221,NaN,NaN,common language effect size,6
IOI rate,Swedish,0.280305788132508,0.0507393249403812,0.179342313716001,0.381269262549015,common language effect size,7
f0 ratio,Swedish,0.24664306640625,0.0313598165689662,0.184781405572242,0.308504727240258,common language effect size,7
Sign of f0 slope,Swedish,0.5,0.0714285714285714,0.325220582061074,0.674779417938926,common language effect size,7
IOI rate,Hindi,0.910909090909091,0.030827048721539,0.849353857720583,0.972464324097598,common language effect size,8
f0 ratio,Hindi,0.549468994140625,0.0381108105926192,0.474381981683645,0.624556006597605,common language effect size,8
Sign of f0 slope,Hindi,0.25,0.0944911182523068,0.0265640102204737,0.473435989779526,common language effect size,8
IOI rate,Bulgarian,0.708747855917667,0.0561632486611957,0.596424610804707,0.821071101030627,common language effect size,9
f0 ratio,Bulgarian,0.99609375,0.0055242717280199,NaN,NaN,common language effect size,9
Sign of f0 slope,Bulgarian,0.833333333333333,0.235702260395516,NaN,NaN,common language effect size,9
IOI rate,Greek,0.961826923076923,0.0139848963242919,0.934193893331506,0.98945995282234,common language effect size,10
f0 ratio,Greek,0.99609375,0.0055242717280199,NaN,NaN,common language effect size,10
Sign of f0 slope,Greek,0.916666666666667,0.117851130197758,NaN,NaN,common language effect size,10
IOI rate,Mandarin,0.616402116402116,0.0872021812030156,0.438486536104097,0.794317696700136,common language effect size,11
f0 ratio,Mandarin,0.99609375,0.0055242717280199,NaN,NaN,common language effect size,11
Sign of f0 slope,Mandarin,0.833333333333333,0.235702260395516,NaN,NaN,common language effect size,11
IOI rate,German,0.876811594202899,0.0393387342518002,0.79841104224833,0.955212146157467,common language effect size,12
f0 ratio,German,0.63031005859375,0.0363800421668547,0.558586475120419,0.702033642067081,common language effect size,12
Sign of f0 slope,German,0.5,0.0714285714285714,0.325220582061074,0.674779417938926,common language effect size,12
IOI rate,Yoruba,0.708333333333333,0.0557685933500032,0.597468632178627,0.819198034488039,common language effect size,13
f0 ratio,Yoruba,0.505615234375,0.0377365217613271,0.431298824008426,0.579931644741574,common language effect size,13
Sign of f0 slope,Yoruba,0.5,0.0833333333333333,0.285784847030307,0.714215152969693,common language effect size,13
IOI rate,Japanese,0.975,0.0198679853559757,0.934446537004504,1.0155534629955,common language effect size,14
f0 ratio,Japanese,0.62408447265625,0.0365966579181927,0.551946924844263,0.696222020468237,common language effect size,14
Sign of f0 slope,Japanese,0.666666666666667,0.166666666666667,-0.05044212162491,1.38377545495824,common language effect size,14
IOI rate,Thai,0.191025641025641,0.0564386200315601,0.0778204963140483,0.304230785737234,common language effect size,15
f0 ratio,Thai,0.3807373046875,0.0352342296446626,0.311339298555194,0.450135310819806,common language effect size,15
Sign of f0 slope,Thai,0.75,0.144337567297406,0.29065344224073,1.20934655775927,common language effect size,15
IOI rate,Spanish,0.750612745098039,0.0570313302344951,0.636373984658357,0.864851505537722,common language effect size,16
f0 ratio,Spanish,0.99609375,0.0055242717280199,NaN,NaN,common language effect size,16
Sign of f0 slope,Spanish,0.916666666666667,0.117851130197758,NaN,NaN,common language effect size,16
IOI rate,Balinese,0.264802631578947,0.0645388863642578,0.134838398601807,0.394766864556088,common language effect size,17
f0 ratio,Balinese,0.597076416015625,0.0375513956019392,0.523066853637531,0.671085978393719,common language effect size,17
Sign of f0 slope,Balinese,0.666666666666667,0.166666666666667,-0.05044212162491,1.38377545495824,common language effect size,17
IOI rate,Chilean,0.676515151515152,0.0812096578420739,0.511956652435252,0.841073650595051,common language effect size,18
f0 ratio,Chilean,0.34033203125,0.0388091031013854,0.263588535693305,0.417075526806695,common language effect size,18
Sign of f0 slope,Chilean,0.5,0.125,0.102194211839536,0.897805788160464,common language effect size,18
IOI rate,English,0.795990566037736,0.0423873854869172,0.71164074972542,0.880340382350051,common language effect size,19
f0 ratio,English,0.485626220703125,0.036718207724541,0.413315124071049,0.557937317335201,common language effect size,19
Sign of f0 slope,English,0.75,0.144337567297406,0.29065344224073,1.20934655775927,common language effect size,19
IOI rate,Wolof,0.78041958041958,0.0634814009584737,0.651794141040029,0.909045019799132,common language effect size,20
f0 ratio,Wolof,0.99609375,0.0055242717280199,NaN,NaN,common language effect size,20
Sign of f0 slope,Wolof,0.9,0.14142135623731,NaN,NaN,common language effect size,20
IOI rate,Hebrew,0.734533333333333,0.0441014037068091,0.647219400584453,0.821847266082214,common language effect size,21
f0 ratio,Hebrew,0.99609375,0.0055242717280199,NaN,NaN,common language effect size,21
Sign of f0 slope,Hebrew,0.9375,0.0883883476483184,NaN,NaN,common language effect size,21
IOI rate,Catalan,0.988523735002608,0.00756600681174499,0.973475954053783,1.00357151595143,common language effect size,22
f0 ratio,Catalan,0.646575927734375,0.0350849681758854,0.577468561840391,0.715683293628359,common language effect size,22
Sign of f0 slope,Catalan,0.972222222222222,0.0392837100659193,0.857560069354328,1.08688437509012,common language effect size,22
IOI rate,Portuguese,0.945578231292517,0.0253260843864122,0.895104258519688,0.996052204065346,common language effect size,23
f0 ratio,Portuguese,0.62353515625,0.0348823134128972,0.554835571393597,0.692234741106403,common language effect size,23
Sign of f0 slope,Portuguese,0.666666666666667,0.166666666666667,-0.05044212162491,1.38377545495824,common language effect size,23
IOI rate,Amamidialect,0.801785714285714,0.0631000941570139,0.674771097126592,0.928800331444837,common language effect size,24
f0 ratio,Amamidialect,0.8260498046875,0.0304996756359996,0.765870324685692,0.886229284689308,common language effect size,24
Sign of f0 slope,Amamidialect,0.75,0.25,-2.42655118404367,3.92655118404367,common language effect size,24
IOI rate,Swahili,0.91970310391363,0.028873314818895,0.862206212244884,0.977199995582377,common language effect size,25
f0 ratio,Swahili,0.99609375,0.0055242717280199,NaN,NaN,common language effect size,25
