feature,pvalue,mean,CI_l,CI_u
IOI rate,0,0.637997121899066,0.598981873308635,0.676318238914593
Sign of f0 slope,0.816971036681232,0.495538499142115,0.449697526609669,0.535116228100526
f0 ratio,0.00308876236820321,0.535364126152397,0.506831807165309,0.563746274883032
