feature,lang,diff,stderr,ci95_l,ci95_u,method,groupid
Spectral centroid,English,0.626859653832681,0.00960916894181477,0.608017769207354,0.645701538458008,common language effect size,1
f0,Macedonian,0.999999961568169,5.4350816141165e-08,0.999999855024646,1.00000006811169,common language effect size,2
-|Δf0|,Macedonian,0.491076551671712,0.00684438182331697,0.4776594467401,0.504493656603323,common language effect size,2
Spectral centroid,Macedonian,0.887109394102401,0.00654088807787913,0.874282004651657,0.899936783553145,common language effect size,2
f0,Italian,0.999959566048402,2.84313716238578e-05,0.999903819725192,1.00001531237161,common language effect size,3
-|Δf0|,Italian,0.949552211484104,0.00285852561120631,0.943947767614013,0.955156655354195,common language effect size,3
Spectral centroid,Italian,0.600298802097004,0.00959738763864132,0.581479277316238,0.61911832687777,common language effect size,3
Spectral centroid,Portuguese,0.721409445343534,0.00864116367287106,0.704466484442047,0.73835240624502,common language effect size,4
f0,English,0.524391087010515,0.00699218331765535,0.510684060093473,0.538098113927557,common language effect size,5
-|Δf0|,English,0.726698718042127,0.00608377968289375,0.714772287224432,0.738625148859821,common language effect size,5
Spectral centroid,English,0.487881998121758,0.00918480417027795,0.469874609707355,0.505889386536162,common language effect size,5
Spectral centroid,Ronga,0.718318893893319,0.00863070252850091,0.7013959919342,0.735241795852439,common language effect size,6
f0,Swedish,0.999999940104123,8.47055615941105e-08,0.999999774049157,1.00000010615909,common language effect size,7
-|Δf0|,Swedish,0.731822559662283,0.00655799429893415,0.718965998468503,0.744679120856063,common language effect size,7
Spectral centroid,Swedish,0.845232190387036,0.00724138059689862,0.831031410838929,0.859432969935143,common language effect size,7
f0,Hindi,0.000846666130040141,0.000125805099230853,0.000600040183513889,0.00109329207656639,common language effect size,8
-|Δf0|,Hindi,0.834470704937594,0.00541878257136198,0.823847321458208,0.845094088416979,common language effect size,8
Spectral centroid,Hindi,0.273623479417685,0.00870649838903934,0.256551561557321,0.290695397278049,common language effect size,8
Spectral centroid,Bulgarian,0.483446686089971,0.00924020113674036,0.465330675415666,0.501562696764275,common language effect size,9
Spectral centroid,Greek,0.785689086138637,0.0071932178250485,0.771586028975179,0.799792143302094,common language effect size,10
Spectral centroid,Mandarin,0.757820101975946,0.0089242697189305,0.740321363756655,0.775318840195237,common language effect size,11
f0,German,0.909843679293782,0.00361068989227785,0.902765419083336,0.916921939504228,common language effect size,12
-|Δf0|,German,0.929866493971313,0.00304540979714084,0.923896285123833,0.935836702818793,common language effect size,12
Spectral centroid,German,0.780677863594947,0.00869135785319329,0.763633451287216,0.797722275902677,common language effect size,12
f0,Yoruba,0.946002513063758,0.00251541228163128,0.94107137541296,0.950933650714557,common language effect size,13
-|Δf0|,Yoruba,0.941527590379881,0.00302904145342749,0.935589038914596,0.947466141845166,common language effect size,13
Spectral centroid,Yoruba,0.549715768746738,0.00908304539983197,0.531907941009383,0.567523596484093,common language effect size,13
f0,Japanese,0.999355831661829,0.000113198769975323,0.999133899632604,0.999577763691055,common language effect size,14
