feature,lang,diff,stderr,ci95_l,ci95_u,method,groupid
f0,English,0.57873240439439,0.00825955387596129,0.562539853755062,0.594924955033717,common language effect size,1
-|Δf0|,English,0.421937828860177,0.00826306634041478,0.405738335287047,0.438137322433307,common language effect size,1
Spectral centroid,English,0.579713992301405,0.00900042281786748,0.562068144582843,0.597359840019967,common language effect size,1
f0,Macedonian,0.607116917363951,0.00982084886448511,0.58785873796698,0.626375096760922,common language effect size,2
-|Δf0|,Macedonian,0.497495059208219,0.00966682012800185,0.47854078253759,0.516449335878848,common language effect size,2
Spectral centroid,Macedonian,0.617320549273212,0.00964709664256368,0.598405051993766,0.636236046552658,common language effect size,2
f0,Italian,0.307545667726942,0.00825282126837288,0.291364452531088,0.323726882922797,common language effect size,3
-|Δf0|,Italian,0.380715367536883,0.00861949191401795,0.363816590877359,0.397614144196407,common language effect size,3
Spectral centroid,Italian,0.471838850460229,0.00911169099947277,0.453974858007195,0.489702842913263,common language effect size,3
f0,Portuguese,0.497292991499289,0.00862367753952101,0.480386301126972,0.514199681871605,common language effect size,4
-|Δf0|,Portuguese,0.448221991624473,0.00858364252612821,0.431393673774992,0.465050309473953,common language effect size,4
Spectral centroid,Portuguese,0.476968275939998,0.00917910663939309,0.458972035964275,0.494964515915722,common language effect size,4
f0,English,0.617091891556448,0.00845124491941837,0.600523225269328,0.633660557843568,common language effect size,5
-|Δf0|,English,0.589943462959792,0.00834676610231972,0.57357967734576,0.606307248573824,common language effect size,5
Spectral centroid,English,0.429857105931032,0.00903202663438142,0.412149288673057,0.447564923189007,common language effect size,5
f0,Ronga,0.3909502026717,0.00904720268056044,0.373210064575776,0.408690340767624,common language effect size,6
-|Δf0|,Ronga,0.367825391768503,0.00833715230184091,0.351480002355254,0.384170781181753,common language effect size,6
Spectral centroid,Ronga,0.56593475,0.00913545837203975,0.548024044979542,0.583845455020458,common language effect size,6
f0,Swedish,0.725998208467706,0.00856927415134357,0.709195334526431,0.742801082408981,common language effect size,7
-|Δf0|,Swedish,0.427557559649464,0.00951238555946151,0.408907350182383,0.446207769116544,common language effect size,7
Spectral centroid,Swedish,0.5150345817865,0.00919254461708708,0.49701198932981,0.53305717424319,common language effect size,7
f0,Hindi,0.415395605920396,0.00918436976091379,0.397388222534146,0.433402989306646,common language effect size,8
-|Δf0|,Hindi,0.54950616420992,0.00919219970411167,0.53148413792526,0.56752819049458,common language effect size,8
Spectral centroid,Hindi,0.445485333846972,0.00909719178198051,0.427649423023767,0.463321244670177,common language effect size,8
f0,Bulgarian,0.400285540547122,0.00872337370475363,0.383183009926567,0.417388071167677,common language effect size,9
-|Δf0|,Bulgarian,0.558733007413085,0.00887374824479744,0.541335708476674,0.576130306349496,common language effect size,9
Spectral centroid,Bulgarian,0.475392488663215,0.00915060167918913,0.457451945997489,0.493333031328941,common language effect size,9
f0,Greek,0.433135928676951,0.00837132996767182,0.416724072358766,0.449547784995137,common language effect size,10
-|Δf0|,Greek,0.536547988560898,0.00842942130364239,0.520022337768664,0.553073639353133,common language effect size,10
Spectral centroid,Greek,0.490085838237686,0.00912667395972946,0.472192468081845,0.507979208393528,common language effect size,10
f0,Mandarin,0.486946047710478,0.00826441274479614,0.470743824448397,0.503148270972558,common language effect size,11
