feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0,0.945313214263785,0.924649566625839,0.965388001002246
Spectral centroid,0,0.740776173621923,0.667178435373312,0.814640065825184
f0,0,0.961375487432197,0.925927348052572,0.994289083720065
