feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0,0.672458032294849,0.649842934824347,0.695448968272358
Spectral centroid,0.0274988555462548,0.533912961642962,0.496749735100329,0.570852176767026
f0,0,0.878699291067486,0.848259992369768,0.908996917062657
