feature,lang,diff,stderr,ci95_l,ci95_u,method,groupid
IOI rate,English,0.570252842355337,0.046372819851538,0.478633832680804,0.66187185202987,common language effect size,1
f0 ratio,English,0.566314697265625,0.0361063034563535,0.495208734344964,0.637420660186286,common language effect size,1
Sign of f0 slope,English,0.5,0.25,-2.67655118404367,3.67655118404367,common language effect size,1
IOI rate,Macedonian,0.753611556982344,0.0489388002643887,0.65584784973466,0.851375264230027,common language effect size,2
f0 ratio,Macedonian,0.615631103515625,0.0353523101890203,0.545990430141611,0.685271776889639,common language effect size,2
Sign of f0 slope,Macedonian,0.45,0.16583123951777,0.0724873432893885,0.827512656710611,common language effect size,2
IOI rate,Italian,0.615757266700663,0.0503093821333359,0.516114214584731,0.715400318816595,common language effect size,3
f0 ratio,Italian,0.57061767578125,0.0357665958216421,0.500179190619472,0.641056160943028,common language effect size,3
Sign of f0 slope,Italian,0.5875,0.135537949351042,0.283965127995071,0.891034872004929,common language effect size,3
IOI rate,Portuguese,0.556306990881459,0.0450318495123979,0.46738180487339,0.645232176889528,common language effect size,4
f0 ratio,Portuguese,0.50732421875,0.0363164256155123,0.435795370194423,0.578853067305577,common language effect size,4
Sign of f0 slope,Portuguese,0.333333333333333,0.166666666666667,-0.383775454958243,1.05044212162491,common language effect size,4
IOI rate,English,0.785493827160494,0.0461923674698737,0.693569864025826,0.877417790295162,common language effect size,5
f0 ratio,English,0.539764404296875,0.0362995404330611,0.468276446275523,0.611252362318227,common language effect size,5
Sign of f0 slope,English,0.5,0.1,0.222355489480221,0.777644510519779,common language effect size,5
IOI rate,Ronga,0.495998152993689,0.0458728107081123,0.405395286924869,0.58660101906251,common language effect size,6
f0 ratio,Ronga,0.635955810546875,0.0346238919129498,0.567758367269504,0.704153253824246,common language effect size,6
Sign of f0 slope,Ronga,0.488095238095238,0.109756481634439,0.244743863929807,0.731446612260669,common language effect size,6
IOI rate,Swedish,0.41990022172949,0.0628959115638009,0.294802751777745,0.544997691681235,common language effect size,7
f0 ratio,Swedish,0.666046142578125,0.0339474729204747,0.599162575656894,0.732929709499356,common language effect size,7
Sign of f0 slope,Swedish,0.125,0.125,-0.272805788160464,0.522805788160464,common language effect size,7
IOI rate,Hindi,0.644678492239468,0.0493347438637922,0.546780640004392,0.742576344474543,common language effect size,8
f0 ratio,Hindi,0.473724365234375,0.0361825890760153,0.40246817109773,0.54498055937102,common language effect size,8
Sign of f0 slope,Hindi,0.75,0.0944911182523068,0.526564010220474,0.973435989779526,common language effect size,8
IOI rate,Bulgarian,0.718872266973533,0.0438485047756552,0.632122039504443,0.805622494442623,common language effect size,9
f0 ratio,Bulgarian,0.55859375,0.035995778826711,0.48769897084829,0.62948852915171,common language effect size,9
Sign of f0 slope,Bulgarian,0.8,0.122474487139159,0.459956309670872,1.14004369032913,common language effect size,9
IOI rate,Greek,0.551428571428571,0.0399177281416105,0.472662819699989,0.630194323157154,common language effect size,10
f0 ratio,Greek,0.547576904296875,0.0360747536779274,0.476532096433045,0.618621712160705,common language effect size,10
Sign of f0 slope,Greek,0.383333333333333,0.148136573621926,0.036016292949339,0.730650373717328,common language effect size,10
IOI rate,Mandarin,0.623294346978557,0.0592860521704496,0.505316114873493,0.741272579083622,common language effect size,11
f0 ratio,Mandarin,0.615814208984375,0.0351635697104698,0.546563187032246,0.685065230936504,common language effect size,11
Sign of f0 slope,Mandarin,0.666666666666667,0.166666666666667,-0.05044212162491,1.38377545495824,common language effect size,11
IOI rate,German,0.509725400457666,0.0576640211613134,0.395331011642562,0.62411978927277,common language effect size,12
f0 ratio,German,0.4686279296875,0.036310192821249,0.397107890878501,0.540147968496499,common language effect size,12
Sign of f0 slope,German,0.125,0.125,-0.272805788160464,0.522805788160464,common language effect size,12
IOI rate,Yoruba,0.670705630791162,0.0536571970701819,0.564174336755061,0.777236924827262,common language effect size,13
f0 ratio,Yoruba,0.501708984375,0.0362639061352866,0.430291323320992,0.573126645429008,common language effect size,13
Sign of f0 slope,Yoruba,0.333333333333333,0.166666666666667,-0.383775454958243,1.05044212162491,common language effect size,13
IOI rate,Japanese,0.614351851851852,0.0714624550840405,0.467328253756808,0.761375449946896,common language effect size,14
f0 ratio,Japanese,0.479705810546875,0.0364920965927129,0.407807193317999,0.55160442777575,common language effect size,14
Sign of f0 slope,Japanese,0.5,0.166666666666667,-0.217108788291577,1.21710878829158,common language effect size,14
IOI rate,Thai,0.973484848484849,0.0141871678350556,0.945178290627664,1.00179140634203,common language effect size,15
f0 ratio,Thai,0.58184814453125,0.0356733213897944,0.511593042003541,0.652103247058959,common language effect size,15
Sign of f0 slope,Thai,0.5,0.0833333333333333,0.285784847030307,0.714215152969693,common language effect size,15
IOI rate,Spanish,0.672289504036909,0.0493509380175967,0.574550838250588,0.770028169823229,common language effect size,16
f0 ratio,Spanish,0.611419677734375,0.0351228311101809,0.542244120590211,0.680595234878539,common language effect size,16
Sign of f0 slope,Spanish,0.166666666666667,0.166666666666667,-0.55044212162491,0.883775454958244,common language effect size,16
IOI rate,Balinese,0.831560283687943,0.0488453386202459,0.734113398923552,0.929007168452335,common language effect size,17
f0 ratio,Balinese,0.62506103515625,0.034820177661827,0.556487798529584,0.693634271782916,common language effect size,17
Sign of f0 slope,Balinese,0.5,0.125,0.102194211839536,0.897805788160464,common language effect size,17
IOI rate,Chilean,0.714942528735632,0.0577548060456615,0.599278620019376,0.830606437451889,common language effect size,18
f0 ratio,Chilean,0.49224853515625,0.0368857055612247,0.419566295839445,0.564930774473055,common language effect size,18
Sign of f0 slope,Chilean,0.3,0.122474487139159,-0.0400436903291278,0.640043690329128,common language effect size,18
IOI rate,English,0.538984375,0.0467987892470533,0.446379601017761,0.631589148982239,common language effect size,19
f0 ratio,English,0.575225830078125,0.0358517680949697,0.504621234597432,0.645830425558818,common language effect size,19
Sign of f0 slope,English,0.5,0.0714285714285714,0.325220582061074,0.674779417938926,common language effect size,19
IOI rate,Wolof,0.556240928882438,0.0653885463680228,0.425900610829008,0.686581246935868,common language effect size,20
f0 ratio,Wolof,0.52032470703125,0.0362544111174978,0.448922418071346,0.591726995991154,common language effect size,20
Sign of f0 slope,Wolof,0.5,0.1,0.222355489480221,0.777644510519779,common language effect size,20
IOI rate,Hebrew,0.462008032128514,0.0463995876545399,0.370355484471936,0.553660579785092,common language effect size,21
f0 ratio,Hebrew,0.565460205078125,0.0359799073725618,0.494601552680605,0.636318857475645,common language effect size,21
Sign of f0 slope,Hebrew,0.520833333333333,0.190127098258148,-0.0541622606239569,1.09582892729062,common language effect size,21
IOI rate,Catalan,0.502190923317684,0.0460233390927212,0.411294768576485,0.593087078058882,common language effect size,22
f0 ratio,Catalan,0.594512939453125,0.0355548075018942,0.524473175404684,0.664552703501566,common language effect size,22
Sign of f0 slope,Catalan,0.5,0.0555555555555556,0.371888659155324,0.628111340844676,common language effect size,22
IOI rate,Portuguese,0.784632034632035,0.0435719168000431,0.698278637581452,0.870985431682618,common language effect size,23
f0 ratio,Portuguese,0.592437744140625,0.0355561390395937,0.522415332660423,0.662460155620827,common language effect size,23
Sign of f0 slope,Portuguese,0.416666666666667,0.0833333333333333,0.202451513696974,0.63088181963636,common language effect size,23
IOI rate,Amamidialect,0.618923611111111,0.057837663448287,0.503685801415915,0.734161420806307,common language effect size,24
f0 ratio,Amamidialect,0.45166015625,0.0360562783851107,0.380649610453015,0.522670702046985,common language effect size,24
Sign of f0 slope,Amamidialect,0.3,0.122474487139159,-0.0400436903291278,0.640043690329128,common language effect size,24
IOI rate,Swahili,0.692095407056968,0.0430215850990089,0.607059862985325,0.777130951128612,common language effect size,25
f0 ratio,Swahili,0.50616455078125,0.0362341977106777,0.434806774822904,0.577522326739596,common language effect size,25
Sign of f0 slope,Swahili,0.375,0.125,-0.0228057881604637,0.772805788160464,common language effect size,25
IOI rate,Dutch,0.760822510822511,0.0463036205405412,0.669007253598987,0.852637768046035,common language effect size,26
f0 ratio,Dutch,0.56903076171875,0.0358922671426147,0.498346035725963,0.639715487711537,common language effect size,26
Sign of f0 slope,Dutch,0.5,0.1,0.222355489480221,0.777644510519779,common language effect size,26
IOI rate,Spanish,0.581425153793575,0.0464162900059182,0.489701872770695,0.673148434816454,common language effect size,27
f0 ratio,Spanish,0.515899658203125,0.0364545035728688,0.444088507963678,0.587710808442572,common language effect size,27
Sign of f0 slope,Spanish,0.416666666666667,0.0833333333333333,0.202451513696974,0.63088181963636,common language effect size,27
IOI rate,Punjabi,0.524828457927049,0.0479477475818061,0.43004325456468,0.619613661289419,common language effect size,28
f0 ratio,Punjabi,0.31817626953125,0.033295460173533,0.25260322146331,0.38374931759919,common language effect size,28
Sign of f0 slope,Punjabi,0.583333333333333,0.0833333333333333,0.36911818036364,0.797548486303026,common language effect size,28
IOI rate,HainanHua,0.668703007518797,0.0616872323818837,0.54437820255468,0.793027812482914,common language effect size,29
f0 ratio,HainanHua,0.63232421875,0.034700471301387,0.563978845284147,0.700669592215853,common language effect size,29
Sign of f0 slope,HainanHua,0.5,0.1,0.222355489480221,0.777644510519779,common language effect size,29
IOI rate,Williche,0.488235294117647,0.0694550504345045,0.349606011541971,0.626864576693323,common language effect size,30
f0 ratio,Williche,0.309173583984375,0.0330475343837373,0.244044368068617,0.374302799900133,common language effect size,30
Sign of f0 slope,Williche,0.6,0.1,0.322355489480221,0.877644510519779,common language effect size,30
IOI rate,Euskara,0.522843822843823,0.0510210590466182,0.421891329593009,0.623796316094636,common language effect size,31
f0 ratio,Euskara,0.571868896484375,0.0358758258014296,0.501199923556295,0.642537869412455,common language effect size,31
Sign of f0 slope,Euskara,0.333333333333333,0.166666666666667,-0.383775454958243,1.05044212162491,common language effect size,31
IOI rate,Danish,0.62192118226601,0.0461478982834112,0.530650440888579,0.713191923643441,common language effect size,32
f0 ratio,Danish,0.533477783203125,0.0361292109264327,0.462326389638634,0.604629176767616,common language effect size,32
Sign of f0 slope,Danish,0.571428571428571,0.0714285714285714,0.396649153489645,0.746207989367498,common language effect size,32
IOI rate,Hebrew,0.691354816354816,0.0430176393309141,0.606142030450808,0.776567602258824,common language effect size,33
f0 ratio,Hebrew,0.529815673828125,0.0362363354376074,0.4584446160051,0.60118673165115,common language effect size,33
Sign of f0 slope,Hebrew,0.5,0.0833333333333333,0.285784847030307,0.714215152969693,common language effect size,33
IOI rate,IsiXhosa,0.760751748251748,0.0428527371394157,0.675398637270843,0.846104859232654,common language effect size,34
f0 ratio,IsiXhosa,0.6365966796875,0.0347102587240495,0.56821934760754,0.70497401176746,common language effect size,34
Sign of f0 slope,IsiXhosa,0.5,0.0833333333333333,0.285784847030307,0.714215152969693,common language effect size,34
IOI rate,Turkish,0.743181818181818,0.0422457188513733,0.65924513718668,0.827118499176956,common language effect size,35
f0 ratio,Turkish,0.456512451171875,0.0362899165203641,0.385020859805664,0.528004042538086,common language effect size,35
Sign of f0 slope,Turkish,0.5,0.0714285714285714,0.325220582061074,0.674779417938926,common language effect size,35
IOI rate,Ukrainian,0.634917077543702,0.0474380831519707,0.540943863885582,0.728890291201822,common language effect size,36
f0 ratio,Ukrainian,0.53240966796875,0.0362004663316455,0.461116870850256,0.603702465087244,common language effect size,36
Sign of f0 slope,Ukrainian,0.5,0.0714285714285714,0.325220582061074,0.674779417938926,common language effect size,36
