feature,lang,diff,stderr,ci95_l,ci95_u,method,groupid
f0,Spanish,0.681913401290564,0.0158051013222626,0.65089513899606,0.712931663585068,common language effect size,4
-|Δf0|,Spanish,0.570103271833376,0.0162898570535663,0.538143830849289,0.602062712817462,common language effect size,4
Spectral centroid,Spanish,0.554023107744596,0.00951496557062715,0.535367688086645,0.572678527402548,common language effect size,4
f0,Mandarin,0.842425631808678,0.0119830391184395,0.818912572916723,0.865938690700634,common language effect size,14
-|Δf0|,Mandarin,0.612632505593662,0.017100374717526,0.579077261593747,0.646187749593577,common language effect size,14
Spectral centroid,Mandarin,0.405514447287406,0.00962118276355292,0.386650463543765,0.424378431031048,common language effect size,14
f0,Mandarin,0.864831076743091,0.0106646728241421,0.843904968047279,0.885757185438903,common language effect size,16
-|Δf0|,Mandarin,0.71414660940777,0.0161249435916174,0.682498408545801,0.745794810269739,common language effect size,16
Spectral centroid,Mandarin,0.284431760926247,0.0086766565823746,0.267419794902322,0.301443726950172,common language effect size,16
f0,Mandarin,0.94082543139301,0.00714543211449779,0.926799717888561,0.954851144897459,common language effect size,17
-|Δf0|,Mandarin,0.5527970600245,0.0171518727196698,0.519139128225468,0.586454991823531,common language effect size,17
Spectral centroid,Mandarin,0.279543781853251,0.00854287729987229,0.262793879741802,0.296293683964699,common language effect size,17
f0,Mandarin,0.898212534441694,0.00798019187936162,0.882557093046386,0.913867975837003,common language effect size,18
-|Δf0|,Mandarin,0.758936160276467,0.0132933611555934,0.732857214182723,0.785015106370212,common language effect size,18
Spectral centroid,Mandarin,0.494883238639482,0.00921045901969652,0.476825412084459,0.512941065194506,common language effect size,18
f0,Mandarin,0.745450157322655,0.0145883595148204,0.716826980842664,0.774073333802645,common language effect size,21
-|Δf0|,Mandarin,0.652442076659039,0.0160296551231384,0.620991643893838,0.68389250942424,common language effect size,21
Spectral centroid,Mandarin,0.458669701926445,0.00923382808325887,0.440565692504806,0.476773711348084,common language effect size,21
f0,Mandarin,0.945409738313948,0.00667332459307842,0.932312462281898,0.958507014345998,common language effect size,22
-|Δf0|,Mandarin,0.540151109165428,0.0183018923498645,0.504223755619845,0.57607846271101,common language effect size,22
Spectral centroid,Mandarin,0.358779175064505,0.00957982845019318,0.339996002159084,0.377562347969926,common language effect size,22
f0,Mandarin,0.833787092251897,0.0112411967057473,0.811729554538822,0.855844629964973,common language effect size,23
-|Δf0|,Mandarin,0.66514369596798,0.0152613031322789,0.635202187434502,0.695085204501457,common language effect size,23
Spectral centroid,Mandarin,0.402721473805165,0.00918287859484449,0.384717712962709,0.42072523464762,common language effect size,23
f0,Hadza,0.750708512931034,0.0144537795713005,0.7223362114709,0.779080814391169,common language effect size,27
-|Δf0|,Hadza,0.600490301724138,0.0158239704562811,0.569444775075463,0.631535828372812,common language effect size,27
Spectral centroid,Hadza,0.432062059046186,0.00968206577319152,0.41307786965477,0.451046248437602,common language effect size,27
f0,Hadza,0.485752433936022,0.0166360813962536,0.453110614864069,0.518394253007976,common language effect size,31
-|Δf0|,Hadza,0.720961335187761,0.0137648210043657,0.693958318130903,0.747964352244618,common language effect size,31
Spectral centroid,Hadza,0.420660258822097,0.00904748555689569,0.40292188841571,0.438398629228484,common language effect size,31
f0,Kannada,0.594606034185608,0.0187509736131689,0.557802571813183,0.631409496558032,common language effect size,33
-|Δf0|,Kannada,0.576983515480849,0.0194011815712882,0.538895603926066,0.615071427035632,common language effect size,33
Spectral centroid,Kannada,0.440349173789174,0.0108018992627259,0.419167146954046,0.461531200624301,common language effect size,33
f0,Kannada,0.640745869103665,0.0204130289489378,0.600619364483627,0.680872373723702,common language effect size,34
-|Δf0|,Kannada,0.52507154066279,0.0257397873430952,0.474355464428579,0.575787616897,common language effect size,34
Spectral centroid,Kannada,0.196391770068094,0.00741773904202369,0.181848502133688,0.2109350380025,common language effect size,34
f0,Kannada,0.348999801940978,0.0202830647024546,0.309175360021298,0.388824243860658,common language effect size,35
-|Δf0|,Kannada,0.692446028916617,0.0205526721179739,0.652070910559154,0.73282114727408,common language effect size,35
Spectral centroid,Kannada,0.166405544058064,0.00707482148438821,0.152532347041917,0.180278741074211,common language effect size,35
f0,Kannada,0.498279660268883,0.0152515956063975,0.46836175190608,0.528197568631687,common language effect size,37
-|Δf0|,Kannada,0.534435578890002,0.0153081319200444,0.504404692121544,0.564466465658459,common language effect size,37
Spectral centroid,Kannada,0.488215331122424,0.00914593203409132,0.470284110106778,0.50614655213807,common language effect size,37
f0,Kannada,0.897072872602271,0.00918728243347708,0.879050348840381,0.915095396364161,common language effect size,39
-|Δf0|,Kannada,0.451459287627343,0.0154155777352365,0.421218857765937,0.48169971748875,common language effect size,39
Spectral centroid,Kannada,0.319547335781102,0.00842148660629827,0.303036527283461,0.336058144278744,common language effect size,39
f0,Kannada,0.70100914433201,0.0163867971199343,0.668848314358164,0.733169974305856,common language effect size,41
-|Δf0|,Kannada,0.497385751236506,0.0168425398255511,0.464336668106055,0.530434834366958,common language effect size,41
Spectral centroid,Kannada,0.331497881044287,0.009190483688993,0.313477847698243,0.349517914390331,common language effect size,41
f0,Kannada,0.740257655158241,0.0182022495497285,0.704484459679588,0.776030850636894,common language effect size,43
