feature,pvalue,mean,CI_l,CI_u
-|Δf0|,0,0.571472097466412,0.54498774465535,0.597840779688734
Spectral centroid,0,0.437778572330943,0.408906594137962,0.466928076191392
f0,0,0.75145794239839,0.713140641821394,0.789276845342588
