rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
0.497	0.49711458333333325	0.5121145833333333	53	53	53	53	68.89	53	53	53	53	68.89	0	0	0	0	0	0	0	0	0	0	0.015000000000000013	0	0	0	0.4971	0	47	0	0	1	0	1	0	0
0.627	0.6271145833333333	0.6571145833333333	91	98	97	97	79.22	97	97	97	97	79.36	0	0	10.62	0	0	0	0	62	62	0	0.030000000000000027	0	0	0	0.115	0	59.3	0	0	1	0	0	0	0
0.692	0.6921145833333332	0.7171145833333332	50	55	50	50	68	50	50	50	50	67.81	0	0	-11.39	0	0	0	0	0	0	0	0.025000000000000022	0	0	0	0.035	0	60.3	0	0	1	1	0	0.36	0
1.077	1.077114583333333	1.1621145833333313	99	108	106	105	80.61	106	106	106	106	80.74	0	0	13.01	0	0	0	0	72	72	0	0.08499999999999819	0	0	0	0.36	0	63.9	0	0	1	0	1	0	0
1.222	1.2221145833333331	1.2871145833333317	88	95	93	92	78.35	93	93	93	93	78.5	0	0	-2.23	0	0	0	0	58	58	0	0.06499999999999861	0	0	0	0.06	0	62.6	0	0	1	0	0	0	0
1.312	1.3121145833333332	1.372114583333332	90	93	92	92	78.4	92	92	92	92	78.42	0	0	-0.05	0	0	0	0	57	57	0	0.05999999999999872	0	0	0	0.025	0	61.8	0	0	1	0	0	0	0
1.452	1.452114583333333	1.5171145833333317	102	107	103	103	80.38	103	103	103	103	80.36	0	0	2.08	0	0	0	0	69	69	0	0.06499999999999861	0	0	0	0.08	0	67.9	0	0	1	0	0	0	0
1.702	1.702114583333333	1.7721145833333316	104	116	112	111	81.58	112	112	112	112	81.75	0	0	1.51	0	0	0	0	77	77	0	0.06999999999999851	0	0	0	0.185	0	66.5	0	0	1	0	0	0	0
1.817	1.817114583333333	2.0021145833333294	108	111	109	109	81.24	109	109	109	109	81.24	0	0	-0.45	0	0	0	0	74	74	0	0.18499999999999628	0	0	0	0.045	0	69	0	0	1	0	0	0	0
2.042	2.042114583333333	2.232114583333329	98	111	107	106	80.81	111	98	98	111	81.55	-1	-2.16	0.33	0	-2.16	2.16	0	76	63	-13	0.18999999999999595	0	0	0	0.04	0	65.8	0	0	1	0	0	0	0
2.447	2.447114583333333	2.5221145833333316	82	84	83	83	76.66	83	83	83	83	76.62	0	0	-2.75	0	0	0	0	46	46	0	0.0749999999999984	0	0	0	0.215	0	61.2	0	0	1	0	0	0	0
2.582	2.582114583333333	2.6471145833333316	89	92	91	91	78.17	91	91	91	91	78.24	0	0	1.74	0	0	0	0	56	56	0	0.06499999999999861	0	0	0	0.06	0	66.8	0	0	1	0	0	0	0
2.892	2.892114583333333	2.9171145833333325	103	104	103	103	80.31	103	103	103	103	80.29	0	0	2.2	0	0	0	0	69	69	0	0.024999999999999467	0	0	0	0.245	0	63.5	0	0	1	0	0	0	0
2.987	2.9871145833333332	3.052114583333332	106	107	106	106	80.84	106	106	106	106	80.82	0	0	0.58	0	0	0	0	72	72	0	0.06499999999999861	0	0	0	0.07	0	70.9	0	0	1	0	0	0	0
3.262	3.262114583333333	3.3921145833333304	104	112	108	108	81.15	108	108	108	108	81.15	0	0	0.41	0	0	0	0	74	74	0	0.12999999999999723	0	0	0	0.21	0	65.8	0	0	1	0	0	0	0
3.457	3.457114583333333	3.59211458333333	91	105	101	100	79.79	104	91	91	104	80.53	-1	-2.39	-0.53	0	-2.39	2.39	0	70	56	-14	0.13499999999999712	0	0	0	0.065	0	65.7	0	0	1	0	0	0	0
3.747	3.747114583333333	3.7621145833333327	93	94	94	94	78.72	94	94	94	94	78.72	0	0	0.62	0	0	0	1	59	59	0	0.01499999999999968	0	0	0	0.155	0	64.9	0	0	1	1	0	0.35	0
4.112	4.112114583333334	4.29711458333333	81	85	83	83	76.64	83	83	83	83	76.6	0	0	-2.05	0	0	0	0	46	46	0	0.18499999999999606	0	0	0	0.35	0	64	0	0	1	0	1	0	0
4.457	4.457114583333333	4.512114583333332	90	97	95	94	78.81	95	95	95	95	78.91	0	0	2.41	0	0	0	0	60	60	0	0.05499999999999883	0	0	0	0.16	0	63.5	0	0	1	0	0	0	0
4.742	4.742114583333334	4.832114583333332	99	101	101	100	79.88	101	101	101	101	79.95	0	0	1.11	0	0	0	0	67	67	0	0.08999999999999808	0	0	0	0.23	0	66.1	0	0	1	0	0	0	0
4.867	4.867114583333334	4.977114583333331	98	100	99	99	79.68	99	99	99	99	79.72	0	0	-0.18	0	0	0	0	64	64	0	0.10999999999999766	0	0	0	0.035	0	64.3	0	0	1	0	0	0	0
5.012	5.012114583333334	5.092114583333332	97	99	99	99	79.6	99	99	99	99	79.7	0	0	0.15	0	0	0	0	64	64	0	0.0799999999999983	0	0	0	0.035	0	64.6	0	0	1	0	0	0	0
5.302	5.302114583333333	5.407114583333331	54	65	57	58	70.36	57	57	57	57	70.04	0	0	-9.51	0	0	0	0	7	7	0	0.10499999999999776	0	0	0	0.21	0	66.3	0	0	1	0	0	0	0
5.482	5.482114583333333	5.537114583333332	94	102	99	98	79.53	99	99	99	99	79.62	0	0	9.62	0	0	0	0	64	64	0	0.05499999999999883	0	0	0	0.075	0	63.3	0	0	1	0	0	0	0
5.717	5.717114583333333	6.017114583333327	82	91	86	87	77.39	90	82	82	90	77.92	-1	-1.55	-1.63	0	-1.55	1.55	0	55	45	-10	0.2999999999999936	0	0	0	0.18	0	65.1	0	0	1	0	0	0	0
6.067	6.067114583333334	6.152114583333332	86	90	88	88	77.62	88	88	88	88	77.63	0	0	1.34	0	0	0	0	52	52	0	0.08499999999999819	0	0	0	0.05	0	65.8	0	0	1	1	0	1.125	0
7.277	7.277114583333334	7.322114583333333	140	159	142	146	86.28	142	142	142	142	85.9	0	0	8.39	0	0	0	0	100	100	0	0.04499999999999904	0	0	0	1.125	0	61	0	0	1	0	1	0	0
7.457	7.457114583333333	7.507114583333332	93	99	96	96	79.19	96	96	96	96	79.16	0	0	-6.64	0	0	0	0	61	61	0	0.049999999999998934	0	0	0	0.135	0	66.4	0	0	1	0	0	0	0
7.582	7.582114583333333	7.6271145833333325	121	129	122	123	83.35	122	122	122	122	83.23	0	0	4.21	0	0	0	0	86	86	0	0.04499999999999904	0	0	0	0.075	0	68.7	0	0	1	0	0	0	0
7.757	7.757114583333333	7.91211458333333	104	126	113	113	81.95	126	104	104	126	83.75	-1	-3.31	0.58	0	-3.31	3.31	0	89	70	-20	0.1549999999999967	0	0	0	0.13	0	67.3	0	0	1	0	0	0	0
8.047	8.047114583333334	8.142114583333349	103	111	106	107	80.92	106	106	106	106	80.89	0	0	0.49	0	0	0	0	72	72	0	0.09500000000001485	0	0	0	0.135	0	65.9	0	0	1	0	0	0	0
8.302	8.302114583333335	8.412114583333352	105	108	106	106	80.77	106	106	106	106	80.78	0	0	0.04	0	0	0	0	72	72	0	0.1100000000000172	0	0	0	0.16	0	66.2	0	0	1	0	0	0	0
8.497	8.497114583333335	8.53211458333334	100	104	102	103	80.25	102	102	102	102	80.22	0	0	-0.52	0	0	0	0	68	68	0	0.03500000000000547	0	0	0	0.085	0	66.2	0	0	1	0	0	0	0
8.702	8.702114583333335	8.817114583333353	102	105	102	102	80.22	102	102	102	102	80.15	0	0	0.08	0	0	0	0	68	68	0	0.11500000000001798	0	0	0	0.17	0	66.5	0	0	1	0	0	0	0
8.852	8.852114583333334	8.967114583333352	84	105	97	96	79.09	105	84	84	105	80.65	-1	-3.88	0.58	0	-3.88	3.88	0	71	47	-24	0.11500000000001798	0	0	0	0.035	0	67	0	0	1	0	0	0	0
9.197	9.197114583333335	9.407114583333367	85	90	89	88	77.7	89	89	89	89	77.74	0	0	1.03	0	0	0	0	53	53	0	0.21000000000003283	0	0	0	0.23	0	64.5	0	0	1	0	0	0	0
9.447	9.447114583333335	9.517114583333345	83	87	87	86	77.27	87	87	87	87	77.33	0	0	-0.37	0	0	0	0	51	51	0	0.07000000000001094	0	0	0	0.04	0	63.5	0	0	1	0	0	0	0
9.807	9.807114583333334	9.832114583333338	82	89	85	85	76.98	85	85	85	85	76.92	0	0	-0.4	0	0	0	0	49	49	0	0.025000000000003908	0	0	0	0.29	0	63.8	0	0	1	0	0	0	0
9.862	9.862114583333335	9.917114583333344	82	87	85	84	76.89	85	85	85	85	76.96	0	0	0.05	0	0	0	0	49	49	0	0.0550000000000086	0	0	0	0.03	0	63.1	0	0	1	0	0	0	0
10.147	10.147114583333334	10.232114583333347	87	90	89	89	77.77	89	89	89	89	77.85	0	0	0.94	0	0	0	0	53	53	0	0.08500000000001329	0	0	0	0.23	0	63.3	0	0	1	1	0	0.067	0
