rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
1.605	1.6051984126984131	1.6951984126984112	99	101	100	100	79.86	100	100	100	100	79.86	0	0	0	0	0	0	0	25	25	0	0.08999999999999808	0	0	0	1.6052	0	61.5	0	0	1	0	1	0	0
1.785	1.785198412698413	1.8601984126984115	119	123	122	122	83.19	122	122	122	122	83.21	0	0	3.48	0	0	0	0	63	63	0	0.0749999999999984	0	0	0	0.09	0	64.7	0	0	1	0	0	0	0
1.955	1.955198412698413	2.0351984126984113	101	108	102	103	80.29	102	102	102	102	80.14	0	0	-3.03	0	0	0	0	28	28	0	0.0799999999999983	0	0	0	0.095	0	60.3	0	0	1	0	0	0	0
2.120	2.120198412698413	2.160198412698412	120	122	122	121	83.15	122	122	122	122	83.17	0	0	3.1	0	0	0	0	63	63	0	0.03999999999999915	0	0	0	0.085	0	65.9	0	0	1	0	0	0	0
2.200	2.200198412698413	2.2801984126984114	117	121	119	119	82.78	119	119	119	119	82.77	0	0	-0.4	0	0	0	0	58	58	0	0.0799999999999983	0	0	0	0.04	0	65	0	0	1	0	0	0	0
2.355	2.355198412698413	2.4701984126984105	100	113	104	104	80.55	104	104	104	104	80.42	0	0	-2.31	0	0	0	0	32	32	0	0.11499999999999755	0	0	0	0.075	0	60.3	0	0	1	0	0	0	0
2.535	2.535198412698413	2.595198412698412	99	99	99	99	79.62	99	99	99	99	79.62	0	0	-0.79	0	0	0	0	23	23	0	0.05999999999999872	0	0	0	0.065	0	61.6	0	0	1	0	0	0	0
2.670	2.6701984126984133	2.7651984126984113	113	147	129	131	84.41	113	147	113	147	86.41	1	4.52	2.34	4.52	0	4.52	0	48	99	51	0.09499999999999797	0	0	0	0.075	0	61.3	0	0	1	1	0	0.57	0
3.335	3.3351984126984133	3.395198412698412	102	104	103	103	80.29	103	103	103	103	80.26	0	0	-6.14	0	0	0	0	30	30	0	0.05999999999999872	0	0	0	0.57	0	64.1	0	0	1	0	1	0	0
3.510	3.510198412698413	3.65519841269841	100	103	101	101	80.05	101	101	101	101	80.03	0	0	-0.21	0	0	0	0	26	26	0	0.1449999999999969	0	0	0	0.115	0	57	0	0	1	0	0	0	0
3.785	3.785198412698413	3.875198412698411	110	117	112	112	81.81	112	112	112	112	81.76	0	0	1.86	0	0	0	0	47	47	0	0.08999999999999808	0	0	0	0.13	0	60.4	0	0	1	0	0	0	0
4.015	4.015198412698413	4.0901984126984114	95	102	97	97	79.37	97	97	97	97	79.24	0	0	-2.45	0	0	0	0	19	19	0	0.0749999999999984	0	0	0	0.14	0	56.5	0	0	1	0	0	0	0
4.260	4.260198412698413	4.42019841269841	103	114	107	107	81.05	107	107	107	107	81	0	0	1.8	0	0	0	0	38	38	0	0.1599999999999966	0	0	0	0.17	0	56.8	0	0	1	0	0	0	0
4.535	4.5351984126984135	4.595198412698412	101	109	103	104	80.44	103	103	103	103	80.4	0	0	-0.49	0	0	0	0	30	30	0	0.05999999999999872	0	0	0	0.115	0	61.6	0	0	1	0	0	0	0
4.670	4.670198412698413	4.720198412698412	88	100	94	93	78.56	94	94	94	94	78.78	0	0	-1.46	0	0	0	0	12	12	0	0.049999999999998934	0	0	0	0.075	0	60.1	0	0	1	0	0	0	0
4.745	4.7451984126984135	4.8351984126984116	89	93	91	91	78.12	91	91	91	91	78.12	0	0	-0.54	0	0	0	0	6	6	0	0.08999999999999808	0	0	0	0.025	0	59	0	0	1	0	0	0	0
4.905	4.905198412698414	4.975198412698412	96	99	97	97	79.37	97	97	97	97	79.35	0	0	1.26	0	0	0	0	19	19	0	0.06999999999999851	0	0	0	0.07	0	59.2	0	0	1	0	0	0	0
5.050	5.050198412698413	5.140198412698411	112	117	116	115	82.19	116	116	116	116	82.36	0	0	3.16	0	0	0	0	53	53	0	0.08999999999999808	0	0	0	0.075	0	57.7	0	0	1	0	0	0	0
5.455	5.455198412698413	5.505198412698412	114	120	116	116	82.39	116	116	116	116	82.33	0	0	0.03	0	0	0	0	53	53	0	0.049999999999998934	0	0	0	0.315	0	59.6	0	0	1	0	0	0	0
5.615	5.615198412698414	5.660198412698413	119	122	120	120	82.97	120	120	120	120	82.98	0	0	0.69	0	0	0	0	60	60	0	0.04499999999999904	0	0	0	0.11	0	64.7	0	0	1	1	0	0.55	0
6.210	6.210198412698413	6.2501984126984125	104	110	106	106	80.85	106	106	106	106	80.85	0	0	-2.03	0	0	0	0	36	36	0	0.03999999999999915	0	0	0	0.55	0	59.4	0	0	1	0	1	0	0
6.420	6.420198412698413	6.5051984126984115	111	115	113	113	81.91	113	113	113	113	81.86	0	0	1.12	0	0	0	0	48	48	0	0.08499999999999819	0	0	0	0.17	0	62.9	0	0	1	0	0	0	0
6.710	6.710198412698413	6.7501984126984125	98	100	99	99	79.6	99	99	99	99	79.56	0	0	-2.28	0	0	0	0	23	23	0	0.03999999999999915	0	0	0	0.205	0	58.5	0	0	1	0	0	0	0
6.830	6.830198412698413	6.965198412698411	98	100	99	99	79.58	99	99	99	99	79.58	0	0	0.03	0	0	0	0	23	23	0	0.13499999999999712	0	0	0	0.08	0	55.6	0	0	1	0	0	0	0
7.015	7.015198412698414	7.040198412698413	107	112	111	110	81.5	111	111	111	111	81.55	0	0	2	0	0	0	0	45	45	0	0.024999999999999467	0	0	0	0.05	0	57.6	0	0	1	0	0	0	0
7.125	7.125198412698413	7.245198412698411	87	95	92	92	78.36	92	92	92	92	78.42	0	0	-3.11	0	0	0	0	8	8	0	0.11999999999999744	0	0	0	0.085	0	53.5	0	0	1	0	0	0	0
7.315	7.315198412698414	7.410198412698412	111	155	139	136	85.06	111	150	111	150	86.8	1	5.12	3.4	5.12	0	5.12	0	45	100	58	0.09499999999999797	0	0	0	0.07	0	59.6	0	0	1	1	0	0.9	0
8.310	8.310198412698414	8.355198412698421	100	105	102	102	80.18	102	102	102	102	80.13	0	0	-6.62	0	0	0	0	28	28	0	0.045000000000007034	0	0	0	0.9	0	61	0	0	1	0	1	0	0
8.500	8.500198412698413	8.550198412698421	117	120	119	119	82.76	119	119	119	119	82.76	0	0	2.69	0	0	0	0	58	58	0	0.050000000000007816	0	0	0	0.145	0	64.7	0	0	1	0	0	0	0
8.575	8.575198412698414	8.61019841269842	116	120	119	119	82.78	119	119	119	119	82.81	0	0	0.07	0	0	0	0	58	58	0	0.03500000000000547	0	0	0	0.025	0	61.2	0	0	1	0	0	0	0
8.725	8.725198412698413	8.780198412698422	114	117	115	115	82.29	115	115	115	115	82.27	0	0	-0.47	0	0	0	0	52	52	0	0.0550000000000086	0	0	0	0.115	0	61.1	0	0	1	0	0	0	0
8.920	8.920198412698413	8.995198412698425	99	114	103	104	80.5	103	103	103	103	80.26	0	0	-1.89	0	0	0	0	30	30	0	0.07500000000001172	0	0	0	0.14	0	63.5	0	0	1	0	0	0	0
9.060	9.060198412698414	9.085198412698418	99	99	99	99	79.69	99	99	99	99	79.68	0	0	-0.55	0	0	0	0	23	23	0	0.025000000000003908	0	0	0	0.065	0	56.6	0	0	1	0	0	0	0
9.295	9.295198412698413	9.345198412698421	98	104	99	100	79.74	99	99	99	99	79.6	0	0	0.05	0	0	0	0	23	23	0	0.050000000000007816	0	0	0	0.21	0	60.6	0	0	1	0	0	0	0
9.400	9.400198412698414	9.475198412698425	95	97	96	96	79.09	96	96	96	96	79.03	0	0	-0.52	0	0	0	0	17	17	0	0.07500000000001172	0	0	0	0.055	0	62.4	0	0	1	0	0	0	0
9.550	9.550198412698414	9.615198412698424	90	93	91	91	78.21	91	91	91	91	78.2	0	0	-0.82	0	0	0	0	6	6	0	0.06500000000001016	0	0	0	0.075	0	56.3	0	0	1	0	0	0	0
9.765	9.765198412698414	9.885198412698433	102	122	104	109	81.29	102	122	102	122	83.22	1	3.05	2.07	3.05	0	3.05	0	28	63	34	0.12000000000001876	0	0	0	0.15	0	59.8	0	0	1	1	0	0.17	0
