1.000000000000000000e+00,-1.408012064204492708e-01,2.002329882443680542e-01,-6.228937386192387460e-02,1.085758434037547571e-01,-1.259537768266711100e-01,-1.203053046294874084e-01,1.634308181122890724e-01,1.211821363427250525e-01,1.181633389602586848e-01,-2.372205494341774190e-01,-5.647418915555139918e-03,1.054640055330917925e-01
-1.408012064204492708e-01,1.000000000000000000e+00,-3.092557013524728782e-01,-3.952160520598839710e-01,1.280822802200665689e-01,-1.792952774819878137e-01,2.283070711741803371e-01,-4.746310988868207015e-01,1.685356139219451321e-01,9.526707150878274688e-02,-8.645810921200937360e-02,-1.080036929876124346e-01,1.164762201955283905e-01
2.002329882443680542e-01,-3.092557013524728782e-01,9.999999999999997780e-01,-2.751597360679040594e-01,-1.893177906248930120e-02,8.803947529043319037e-03,-1.596174359806144250e-01,-6.152628492050078030e-02,-2.567376019788895208e-02,-3.407081431909015495e-02,-5.899423018877270053e-01,-4.729583722724490236e-01,-5.098239993220014810e-02
-6.228937386192388154e-02,-3.952160520598839710e-01,-2.751597360679040594e-01,1.000000000000000000e+00,-3.786573806583747037e-02,1.661837307694385424e-01,-5.146169288714644123e-03,3.097214489448688601e-01,4.923148286556261466e-02,-1.509784236447726247e-01,4.902696641338885608e-01,5.982510813303204555e-01,-4.027527840812632209e-02
1.085758434037547571e-01,1.280822802200665689e-01,-1.893177906248930120e-02,-3.786573806583747037e-02,1.000000000000000000e+00,9.427401753790110375e-03,9.114220259049693462e-02,-5.654074197343801622e-02,2.233876127149939800e-02,3.341077946895398831e-01,4.043120108188692080e-02,3.861051727679138540e-02,-3.220451260933043097e-02
-1.259537768266710822e-01,-1.792952774819878137e-01,8.803947529043317302e-03,1.661837307694385424e-01,9.427401753790110375e-03,1.000000000000000000e+00,-1.709373995533423340e-01,1.791841049994268853e-01,5.761117483766202071e-03,-9.610530777863217355e-02,1.328725918127358352e-01,1.687823622922305089e-01,-1.815595382191975415e-01
-1.203053046294874084e-01,2.283070711741803094e-01,-1.596174359806144527e-01,-5.146169288714644123e-03,9.114220259049693462e-02,-1.709373995533423618e-01,1.000000000000000000e+00,-5.230592858705936099e-02,-6.335065491165468854e-02,-1.567183563076494368e-01,1.585454840733714343e-01,1.498655875621623251e-02,-6.385958202025876496e-02
1.634308181122890724e-01,-4.746310988868207015e-01,-6.152628492050078030e-02,3.097214489448689156e-01,-5.654074197343800928e-02,1.791841049994268575e-01,-5.230592858705936099e-02,1.000000000000000000e+00,-2.937404093596433438e-02,-1.215124486200876291e-01,1.559737942942367173e-01,5.355911798845107707e-01,-4.988996615266607509e-02
1.211821363427250386e-01,1.685356139219451321e-01,-2.567376019788895208e-02,4.923148286556261466e-02,2.233876127149939453e-02,5.761117483766202071e-03,-6.335065491165468854e-02,-2.937404093596433438e-02,1.000000000000000000e+00,2.610295788317012339e-02,-7.498780710751137835e-02,7.320852510017750170e-02,2.610184445869544456e-01
1.181633389602586848e-01,9.526707150878274688e-02,-3.407081431909015495e-02,-1.509784236447726247e-01,3.341077946895399386e-01,-9.610530777863217355e-02,-1.567183563076494646e-01,-1.215124486200876291e-01,2.610295788317012339e-02,1.000000000000000000e+00,-4.036452837469944877e-02,-3.197110900215126283e-02,-1.181910392021702366e-01
-2.372205494341774468e-01,-8.645810921200937360e-02,-5.899423018877270053e-01,4.902696641338886163e-01,4.043120108188692080e-02,1.328725918127358352e-01,1.585454840733714343e-01,1.559737942942367173e-01,-7.498780710751139222e-02,-4.036452837469944877e-02,1.000000000000000000e+00,4.901873789908083312e-01,-1.412252239671137055e-02
-5.647418915555139918e-03,-1.080036929876124485e-01,-4.729583722724490236e-01,5.982510813303203445e-01,3.861051727679139234e-02,1.687823622922304811e-01,1.498655875621623078e-02,5.355911798845108818e-01,7.320852510017748782e-02,-3.197110900215126283e-02,4.901873789908083312e-01,1.000000000000000000e+00,-2.872403924342990106e-02
1.054640055330917786e-01,1.164762201955284043e-01,-5.098239993220014116e-02,-4.027527840812631515e-02,-3.220451260933043097e-02,-1.815595382191975693e-01,-6.385958202025876496e-02,-4.988996615266607509e-02,2.610184445869544456e-01,-1.181910392021702366e-01,-1.412252239671136882e-02,-2.872403924342990453e-02,9.999999999999997780e-01
