accuracy_svm,accuracy_lrm,accuracy_bnb,precision_song_svm,precision_desc_svm,precision_song_lrm,precision_desc_lrm,precision_song_bnb,precision_desc_bnb,recall_song_svm,recall_desc_svm,recall_song_lrm,recall_desc_lrm,recall_song_bnb,recall_desc_bnb,Fvalue_song_svm,Fvalue_desc_svm,Fvalue_song_lrm,Fvalue_desc_lrm,Fvalue_song_bnb,Fvalue_desc_bnb
0.9375,0.95782470703125,0.929443359375,0.9267650345531206,0.958883090108676,0.9666346430262447,0.9573946425753067,0.9281250000000001,0.9445088440205629,0.95703125,0.91796875,0.9525146484375,0.963134765625,0.9398193359375,0.9190673828125,0.9392126334207562,0.9350184895013801,0.9572048827992103,0.95800976636701,0.9302993611464916,0.9275888862471863
