1.000000000000000000e+00,-1.792700924214893909e-01,-3.501691802943972948e-02,1.426087720913440104e-01,5.988840683989918312e-02,-1.537103375334296085e-01,-1.351430008256498429e-02,1.474631142718481891e-01,-2.329952723354221378e-01,1.127764229182618427e-01,2.086307945700129896e-01,2.771717916807027726e-01,-6.502755634054119792e-03
-1.792700924214893632e-01,1.000000000000000000e+00,-1.472363377690600605e-01,-3.425863057971356707e-01,6.835450288534013208e-02,1.349186158172105410e-01,1.271327176177673990e-01,-9.277614001137080013e-02,5.617571248875756484e-02,8.039474949983167751e-02,-3.360368406220495818e-01,-7.188813193727146278e-02,6.596680700714392491e-03
-3.501691802943972948e-02,-1.472363377690600328e-01,1.000000000000000000e+00,-5.087086026511440373e-01,4.167957062615581382e-02,1.013756119495106134e-01,1.395814588970047676e-01,-1.597371935636468232e-01,-1.554276912991020831e-01,-1.594455041044375576e-01,-5.858462436695104358e-01,-5.450263088185459681e-01,-4.647395498816460357e-02
1.426087720913440104e-01,-3.425863057971357262e-01,-5.087086026511440373e-01,1.000000000000000000e+00,-6.987166354014294478e-02,4.468812063055521699e-02,-2.395897261919582855e-01,2.367280720379473513e-01,1.335623446144548476e-01,9.399889884463344392e-02,7.652746458437974519e-01,6.719508884961125084e-01,-1.217168488805026594e-01
5.988840683989917618e-02,6.835450288534013208e-02,4.167957062615580688e-02,-6.987166354014295866e-02,1.000000000000000000e+00,1.739661559507088562e-01,-9.777291792447788399e-02,-4.717212768002630729e-02,-2.205161243768513288e-02,5.487753123846570436e-01,-4.289881033996903459e-02,7.985084962184664514e-02,-8.099136643984317097e-02
-1.537103375334296085e-01,1.349186158172105410e-01,1.013756119495106273e-01,4.468812063055521699e-02,1.739661559507088839e-01,9.999999999999998890e-01,2.143357260212835347e-01,-2.235706502235320914e-01,9.485420962570373371e-02,1.361486623413539210e-01,-1.104392561218115257e-02,-1.381222589123342059e-01,-2.399133760180415659e-02
-1.351430008256498429e-02,1.271327176177673990e-01,1.395814588970047398e-01,-2.395897261919582577e-01,-9.777291792447788399e-02,2.143357260212835069e-01,9.999999999999998890e-01,-9.029439201676237037e-02,-8.326380017275718248e-02,1.909997978759639739e-02,-2.120463748398633275e-01,-2.841552830452302447e-01,-4.825421146417351037e-02
1.474631142718481891e-01,-9.277614001137081401e-02,-1.597371935636468510e-01,2.367280720379473513e-01,-4.717212768002630729e-02,-2.235706502235321191e-01,-9.029439201676237037e-02,1.000000000000000000e+00,2.393317057100623202e-01,2.610248191321976746e-02,2.518358638043490805e-01,4.125211898094904850e-01,-5.650602235339668294e-02
-2.329952723354221655e-01,5.617571248875756484e-02,-1.554276912991020554e-01,1.335623446144548476e-01,-2.205161243768513288e-02,9.485420962570373371e-02,-8.326380017275719636e-02,2.393317057100623202e-01,1.000000000000000000e+00,8.515668144713567367e-02,1.347802070834331623e-01,1.794001669969366719e-01,-8.245894921508227504e-02
1.127764229182618289e-01,8.039474949983166363e-02,-1.594455041044375576e-01,9.399889884463343004e-02,5.487753123846570436e-01,1.361486623413538932e-01,1.909997978759639739e-02,2.610248191321976399e-02,8.515668144713567367e-02,1.000000000000000000e+00,1.590316793716068863e-02,1.918268806756101841e-01,5.034644982375213740e-02
2.086307945700129618e-01,-3.360368406220495263e-01,-5.858462436695104358e-01,7.652746458437974519e-01,-4.289881033996903459e-02,-1.104392561218115430e-02,-2.120463748398633552e-01,2.518358638043491360e-01,1.347802070834331623e-01,1.590316793716068863e-02,1.000000000000000000e+00,6.321357318643551215e-01,-9.263335794603562434e-02
2.771717916807027726e-01,-7.188813193727147666e-02,-5.450263088185459681e-01,6.719508884961125084e-01,7.985084962184664514e-02,-1.381222589123342059e-01,-2.841552830452302447e-01,4.125211898094904850e-01,1.794001669969366997e-01,1.918268806756101841e-01,6.321357318643551215e-01,9.999999999999998890e-01,-5.406844516890702695e-02
-6.502755634054119792e-03,6.596680700714392491e-03,-4.647395498816460357e-02,-1.217168488805026594e-01,-8.099136643984317097e-02,-2.399133760180416006e-02,-4.825421146417350343e-02,-5.650602235339668988e-02,-8.245894921508226116e-02,5.034644982375213740e-02,-9.263335794603562434e-02,-5.406844516890703389e-02,1.000000000000000000e+00
