feature,lang,diff,stderr,method
f0,English,1.11022302462516e-16,0,common language effect size
-|Δf0|,English,0.592154205018283,0.0211920310745254,common language effect size
Spectral centroid,English,0.578082068375298,0.0235618964800695,common language effect size
f0,Marathi,1,0,common language effect size
-|Δf0|,Marathi,0.723361976369495,0.0267466796163401,common language effect size
Spectral centroid,Marathi,0.438640151344534,0.0244535202807134,common language effect size
f0,Farsi,0.90439672801636,0.0143437370254517,common language effect size
-|Δf0|,Farsi,0.460598278403957,0.023997686756725,common language effect size
Spectral centroid,Farsi,0.604389543234703,0.0245272639722064,common language effect size
f0,Japanese,1,0,common language effect size
-|Δf0|,Japanese,0.349385245901639,0.0475877011267766,common language effect size
Spectral centroid,Japanese,0.657388125318154,0.0222582589316108,common language effect size
f0,Yoruba,0.99411839440388,0.00185293610877778,common language effect size
-|Δf0|,Yoruba,0.550217851084024,0.0211635674720384,common language effect size
Spectral centroid,Yoruba,0.50024941048431,0.0259398489477977,common language effect size
