time,voice_1
0,0
0.005,0
0.01,0
0.015,0
0.02,0
0.025,0
0.03,0
0.035,0
0.04,0
0.045,0
0.05,0
0.055,0
0.06,0
0.065,0
0.07,0
0.075,0
0.08,0
0.085,0
0.09,0
0.095,0
0.1,0
0.105,0
0.11,0
0.115,0
0.12,0
0.125,0
0.13,0
0.135,0
0.14,0
0.145,0
0.15,0
0.155,0
0.16,0
0.165,0
0.17,0
0.175,0
0.18,0
0.185,0
0.19,0
0.195,0
0.2,0
0.205,0
0.21,0
0.215,0
0.22,0
0.225,0
0.23,0
0.235,0
0.24,0
0.245,0
0.25,0
0.255,0
0.26,0
0.265,0
0.27,0
0.275,0
0.28,0
0.285,0
0.29,0
0.295,0
0.3,0
0.305,0
0.31,0
0.315,0
0.32,0
0.325,0
0.33,0
0.335,0
0.34,0
0.345,0
0.35,0
0.355,0
0.36,0
0.365,0
0.37,0
0.375,0
0.38,0
0.385,0
0.39,0
0.395,0
0.4,0
0.405,0
0.41,0
0.415,0
0.42,0
0.425,0
0.43,0
0.435,0
0.44,0
0.445,0
0.45,0
0.455,0
0.46,0
0.465,0
0.47,0
0.475,0
0.48,0
0.485,0
0.49,0
0.495,0
0.5,0
0.505,0
0.51,0
0.515,0
0.52,0
0.525,0
0.53,0
0.535,0
0.54,0
0.545,0
0.55,0
0.555,0
0.56,0
0.565,0
0.57,0
0.575,0
0.58,0
0.585,0
0.59,0
0.595,0
0.6,0
0.605,0
0.61,0
0.615,0
0.62,0
0.625,0
0.63,0
0.635,0
0.64,0
0.645,0
0.65,0
0.655,0
0.66,0
0.665,0
0.67,0
0.675,0
0.68,119.264955733156
0.685,119.264955733156
0.69,118.578040134714
0.695,118.578040134714
0.7,117.216055179133
0.705,117.895080878992
0.71,117.895080878992
0.715,117.895080878992
0.72,117.216055179133
0.725,116.540940379522
0.73,115.869713955032
0.735,115.869713955032
0.74,115.869713955032
0.745,115.869713955032
0.75,116.540940379522
0.755,117.216055179133
0.76,117.895080878992
0.765,118.578040134714
0.77,117.895080878992
0.775,118.578040134714
0.78,119.264955733156
0.785,123.470825314031
0.79,127.825014565362
0.795,132.332753969033
0.8,136.999458459471
0.805,141.830733928354
0.81,146.832383958704
0.815,150.264428242984
0.82,153.776692759692
0.825,152.891004182657
0.83,153.776692759692
0.835,156.464662001701
0.84,158.28269380119
0.845,162.920730751522
0.85,165.768534962203
0.855,166.728822316144
0.86,167.694672558134
0.865,168.666117913656
0.87,165.768534962203
0.875,160.121850112641
0.88,165.768534962203
0.885,165.768534962203
0.89,165.768534962203
0.895,168.666117913656
0.9,167.694672558134
0.905,168.666117913656
0.91,167.694672558134
0.915,167.694672558134
0.92,169.643190794874
0.925,0
0.93,0
0.935,0
0.94,0
0.945,0
0.95,0
0.955,0
0.96,0
0.965,0
0.97,0
0.975,0
0.98,0
0.985,0
0.99,0
0.995,0
1,143.478727674212
1.005,138.591315488436
1.01,138.591315488436
1.015,137.793088248654
1.02,136.999458459471
1.025,135.425885467941
1.03,134.645889763512
1.035,133.099349814122
1.04,133.099349814122
1.045,131.570573391114
1.05,130.059356462986
1.055,129.310269691197
1.06,128.565497341737
1.065,128.565497341737
1.07,129.310269691197
1.075,129.310269691197
1.08,130.059356462986
1.085,129.310269691197
1.09,130.059356462986
1.095,130.812782650299
1.1,130.812782650299
1.105,132.332753969033
1.11,133.099349814122
1.115,134.645889763512
1.12,136.999458459471
1.125,138.591315488436
1.13,140.201669005119
1.135,142.652351011611
1.14,141.830733928354
1.145,141.830733928354
1.15,141.830733928354
1.155,139.394166811577
1.16,144.309891488119
1.165,0
1.17,0
1.175,0
1.18,0
1.185,0
1.19,0
1.195,0
1.2,0
1.205,0
1.21,0
1.215,0
1.22,0
1.225,0
1.23,0
1.235,0
1.24,0
1.245,0
1.25,0
1.255,0
1.26,0
1.265,0
1.27,0
1.275,0
1.28,0
1.285,0
1.29,0
1.295,0
1.3,0
1.305,0
1.31,0
1.315,0
1.32,0
1.325,0
1.33,0
1.335,0
1.34,0
1.345,0
1.35,0
1.355,0
1.36,0
1.365,159.199616118442
1.37,153.776692759692
1.375,148.538494078501
1.38,143.478727674212
1.385,138.591315488436
1.39,133.870386503765
1.395,131.570573391114
1.4,130.059356462986
1.405,127.825014565362
1.41,123.470825314031
1.415,119.264955733156
1.42,0
1.425,0
1.43,0
1.435,0
1.44,0
1.445,0
1.45,0
1.455,0
1.46,0
1.465,0
1.47,0
1.475,0
1.48,0
1.485,0
1.49,0
1.495,0
1.5,0
1.505,0
1.51,0
1.515,0
1.52,0
1.525,0
1.53,0
1.535,0
1.54,0
1.545,0
1.55,0
1.555,0
1.56,0
1.565,0
1.57,141.830733928354
1.575,136.999458459471
1.58,133.099349814122
1.585,133.870386503765
1.59,138.591315488436
1.595,139.394166811577
1.6,140.201669005119
1.605,141.830733928354
1.61,141.01384901128
1.615,137.793088248654
1.62,137.793088248654
1.625,137.793088248654
1.63,134.645889763512
1.635,136.210399641518
1.64,136.210399641518
1.645,136.999458459471
1.65,135.425885467941
1.655,139.394166811577
1.66,139.394166811577
1.665,138.591315488436
1.67,142.652351011611
1.675,146.832383958704
1.68,144.309891488119
1.685,143.478727674212
1.69,148.538494078501
1.695,148.538494078501
1.7,145.986691657242
1.705,145.145870185018
1.71,141.830733928354
1.715,142.652351011611
1.72,142.652351011611
1.725,143.478727674212
