1.226666667,New Point
1.400000000,New Point
1.573333333,New Point
1.780000000,New Point
1.920000000,New Point
2.180000000,New Point
3.200000000,New Point
3.573333333,New Point
3.713333333,New Point
4.000000000,New Point
4.220000000,New Point
4.426666667,New Point
5.326666667,New Point
5.466666667,New Point
5.720000000,New Point
6.060000000,New Point
6.326666667,New Point
6.653333333,New Point
7.793333333,New Point
8.053333333,New Point
8.213333333,New Point
8.926666667,New Point
9.073333333,New Point
9.280000000,New Point
9.593333333,New Point
9.900000000,New Point
10.193333333,New Point
11.633333333,New Point
11.946666667,New Point
12.080000000,New Point
12.300000000,New Point
12.413333333,New Point
12.586666667,New Point
13.553333333,New Point
13.660000000,New Point
13.926666667,New Point
14.140000000,New Point
14.266666667,New Point
14.440000000,New Point
15.380000000,New Point
15.540000000,New Point
15.680000000,New Point
15.933333333,New Point
16.313333333,New Point
16.600000000,New Point
17.740000000,New Point
18.013333333,New Point
18.193333333,New Point
18.806666667,New Point
18.966666667,New Point
19.113333333,New Point
19.393333333,New Point
19.720000000,New Point
19.980000000,New Point
21.824000000,New Point
23.840000000,New Point
25.632000000,New Point
