0.757333333,New Point
0.949333333,New Point
1.178666667,New Point
1.312000000,New Point
1.493333333,New Point
1.717333333,New Point
1.808000000,New Point
2.010666667,New Point
2.250666667,New Point
2.384000000,New Point
2.464000000,New Point
2.698666667,New Point
2.826666667,New Point
2.970666667,New Point
3.162666667,New Point
4.128000000,New Point
4.320000000,New Point
4.490666667,New Point
4.624000000,New Point
4.768000000,New Point
5.024000000,New Point
5.189333333,New Point
5.429333333,New Point
5.605333333,New Point
5.722666667,New Point
5.872000000,New Point
6.016000000,New Point
6.234666667,New Point
6.394666667,New Point
6.480000000,New Point
6.725333333,New Point
7.610666667,New Point
7.696000000,New Point
7.909333333,New Point
7.989333333,New Point
8.197333333,New Point
8.245333333,New Point
8.320000000,New Point
8.469333333,New Point
8.586666667,New Point
8.736000000,New Point
8.885333333,New Point
9.125333333,New Point
9.328000000,New Point
9.450666667,New Point
9.530666667,New Point
9.680000000,New Point
10.522666667,New Point
10.634666667,New Point
10.789333333,New Point
11.040000000,New Point
11.264000000,New Point
11.360000000,New Point
11.472000000,New Point
11.562666667,New Point
11.680000000,New Point
11.840000000,New Point
12.101333333,New Point
12.314666667,New Point
12.410666667,New Point
12.634666667,New Point
12.794666667,New Point
12.992000000,New Point
13.125333333,New Point
13.205333333,New Point
13.440000000,New Point
13.653333333,New Point
14.677333333,New Point
14.778666667,New Point
14.992000000,New Point
15.200000000,New Point
15.365333333,New Point
15.712000000,New Point
15.989333333,New Point
16.106666667,New Point
16.266666667,New Point
16.560000000,New Point
16.933333333,New Point
17.242666667,New Point
17.386666667,New Point
17.690666667,New Point
17.802666667,New Point
17.877333333,New Point
18.058666667,New Point
18.202666667,New Point
18.330666667,New Point
18.560000000,New Point
18.880000000,New Point
19.722666667,New Point
19.984000000,New Point
24.434666667,New Point
26.338666667,New Point
